t_s,df_hz
1.24,-0.05275659230953249
1.25,-0.051999349406160696
1.26,-0.051308044692152124
1.27,-0.05068500582415436
1.28,-0.05013193717253668
1.29,-0.0496499160453742
1.3,-0.04923939739903666
1.31,-0.04890022582942045
1.32,-0.04863164946377658
1.33,-0.048432341632796444
1.34,-0.04830042349411934
1.35,-0.04823350053541579
1.36,-0.04822868934244769
1.37,-0.04828265820820279
1.38,-0.048391669416395354
1.39,-0.04855161904280302
1.4,-0.048758091576625404
1.41,-0.049006395345758826
1.42,-0.04929162155278539
1.43,-0.04960868669700051
1.44,-0.049952389607052984
1.45,-0.05031745227364594
1.46,-0.050698572218338206
1.47,-0.05109047933143613
1.48,-0.051487958868605396
1.49,-0.0518859156863094
1.5,-0.052279405112007266
1.51,-0.05266368278025529
1.52,-0.05303421698843362
1.53,-0.053386740677893965
1.54,-0.05371728141482043
1.55,-0.05402216919251088
1.56,-0.05429807318355318
1.57,-0.05454201168118875
1.58,-0.05475136758457937
1.59,-0.05492390324675533
1.6,-0.05505775852829673
1.61,-0.055151459259876925
1.62,-0.055203913999504105
1.63,-0.0552144113178839
1.64,-0.055182611386057005
1.65,-0.05510853604398186
1.66,-0.054992554974167794
1.67,-0.054835370309585456
1.68,-0.05463799855442424
1.69,-0.05440175069613921
1.7,-0.05412820875209139
1.71,-0.05381920223505889
1.72,-0.053476785875646554
1.73,-0.05310321062663055
1.74,-0.05270089873415241
1.75,-0.052272416556875215
1.76,-0.05182044632972693
1.77,-0.051347757528271115
1.78,-0.05085718518006939
1.79,-0.050351598427115216
1.8,-0.04983387567428965
1.81,-0.049306882173743766
1.82,-0.04877344561723161
1.83,-0.048236329240307976
1.84,-0.04769821813510237
1.85,-0.04716169567719269
1.86,-0.046629225920001696
1.87,-0.04610314042396338
1.88,-0.04558561936197684
1.89,-0.04507868490456514
1.9,-0.0445841872341794
1.91,-0.04410379633928101
1.92,-0.04363899820777151
1.93,-0.043191087428411545
1.94,-0.042761166501430366
1.95,-0.04235014332475873
1.96,-0.04195873304049865
1.97,-0.04158746061453938
1.98,-0.041236664657370525
1.99,-0.04090650269255696
2.0,-0.04059695818712428
2.01,-0.040307848611328204
2.02,-0.04003883475158677
2.03,-0.03978943007934169
2.04,-0.03955901316512882
2.05,-0.03934683758837168
2.06,-0.03915204537468101
2.07,-0.03897367902431048
2.08,-0.038810694441107976
2.09,-0.03866197494701236
2.1,-0.038526342470141375
2.11,-0.03840257369068269
2.12,-0.03828940937413156
2.13,-0.03818556962782271
2.14,-0.03808976502353343
2.15,-0.038000708123412545
2.16,-0.037917125445956795
2.17,-0.03783776819981119
2.18,-0.03776142095645492
2.19,-0.0376869107616433
2.2,-0.0376131175059046
2.21,-0.0375389785876091
2.22,-0.03746349750702772
2.23,-0.0373857484870447
2.24,-0.037304882341423436
2.25,-0.03722012891335594
2.26,-0.03713080193724546
2.27,-0.03703629965068836
2.28,-0.036936106648795125
2.29,-0.036829794321988754
2.3,-0.036717020651756936
2.31,-0.036597529389407156
2.32,-0.03647114745051037
2.33,-0.03633778314684219
2.34,-0.03619742290319206
2.35,-0.03605012762669756
2.36,-0.03589602870812284
2.37,-0.035735323104855665
2.38,-0.035568268934516444
2.39,-0.0353951798230005
2.4,-0.03521641942346935
2.41,-0.03503239598914521
2.42,-0.034843556329973234
2.43,-0.034650380053116776
2.44,-0.03445337296597551
2.45,-0.03425306234488709
2.46,-0.03404999042383763
2.47,-0.03384470848773261
2.48,-0.03363777205625481
2.49,-0.03342973520939334
2.5,-0.0332211456072276
2.51,-0.03301253971807752
2.52,-0.032804438935153404
2.53,-0.03259734446062941
2.54,-0.03239173477963724
2.55,-0.0321880618849589
2.56,-0.03198674822799555
2.57,-0.03178818456372144
2.58,-0.03159272743114672
2.59,-0.0314006979861645
2.6,-0.031212380509450355
2.61,-0.031028021218695113
2.62,-0.030847828430711578
2.63,-0.030671971966725782
2.64,-0.03050058359921656
2.65,-0.03033375758377334
2.66,-0.03017155158210121
2.67,-0.030013987863795628
2.68,-0.029861054785960406
2.69,-0.02971270850356897
2.7,-0.029568874858464766
2.71,-0.02942945168061652
2.72,-0.029294310824143688
2.73,-0.029163300714401052
2.74,-0.029036248899994906
2.75,-0.028912964563614692
2.76,-0.028793241212941082
2.77,-0.02867685934846228
2.78,-0.02856358909276268
2.79,-0.028453192891409417
2.8,-0.02834542797337156
2.81,-0.02824004894862879
2.82,-0.028136810427874727
2.83,-0.02803546879517068
2.84,-0.027935784898419285
2.85,-0.027837525777397683
2.86,-0.027740466736250483
2.87,-0.027644392925378763
2.88,-0.027549100954079798
2.89,-0.02745440023456982
2.9,-0.027360114218163114
2.91,-0.027266081160295014
2.92,-0.027172155255522044
2.93,-0.027078207092385755
2.94,-0.02698412402033939
2.95,-0.02688981053915508
2.96,-0.026795188266627037
2.97,-0.02670019594739033
2.98,-0.026604789134911634
2.99,-0.026508939853769068
3.0,-0.026412636037121233
3.01,-0.02631588088524252
3.02,-0.02621869208896893
3.03,-0.026121100957024967
3.04,-0.026023151431636093
3.05,-0.025924899156031172
3.06,-0.02582641013817595
3.07,-0.025727759858609627
3.08,-0.025629031910604387
3.09,-0.025530316851332575
3.1,-0.025431711046969792
3.11,-0.025333315240274573
3.12,-0.025235233560818415
3.13,-0.025137572187881884
3.14,-0.025040438317063752
3.15,-0.02494393892794003
3.16,-0.024848179834510466
3.17,-0.024753264622010118
3.18,-0.02465929373035888
3.19,-0.024566363598826243
3.2,-0.024474565868421592
3.21,-0.024383986707828216
3.22,-0.024294706130995207
3.23,-0.024206797602971765
3.24,-0.024120327428479343
3.25,-0.02403535448501446
3.26,-0.02395192994814904
3.27,-0.023870097098927425
3.28,-0.023789891212202485
3.29,-0.023711339599213965
3.3,-0.023634461566520642
3.31,-0.023559268618137414
3.32,-0.02348576464276566
3.33,-0.02341394617145133
3.34,-0.023343802701412696
3.35,-0.023275317083106768
3.36,-0.02320846591857031
3.37,-0.02314322005327428
3.38,-0.02307954506946897
3.39,-0.023017401767338647
3.4,-0.022956746768378427
3.41,-0.02289753305603461
3.42,-0.022839710550198306
3.43,-0.02278322666990252
3.44,-0.022728026917016246
3.45,-0.0226740554379777
3.46,-0.02262125561031596
3.47,-0.02256957044359737
3.48,-0.022518943294079347
3.49,-0.022469318231046104
3.5,-0.022420640443459164
3.51,-0.022372856827990138
3.52,-0.022325916214432424
3.53,-0.022279769811583847
3.54,-0.022234371519743078
3.55,-0.022189678157095345
3.56,-0.022145649703097427
3.57,-0.022102249539917334
3.58,-0.022059444555783226
3.59,-0.022017205227372726
3.6,-0.021975505766528132
3.61,-0.021934324099880848
3.62,-0.02189364183689611
3.63,-0.02185344428901375
3.64,-0.021813720351885876
3.65,-0.02177446239013275
3.66,-0.02173566612859248
3.67,-0.02169733046552326
3.68,-0.021659457294624332
3.69,-0.02162205129436513
3.7,-0.02158511969584519
3.71,-0.021548672065382145
3.72,-0.021512720021720843
3.73,-0.02147727698949167
3.74,-0.021442357946636265
3.75,-0.02140797913818528
3.76,-0.021374157796431665
3.77,-0.021340911925454186
3.78,-0.02130825996572405
3.79,-0.02127622061546455
3.8,-0.021244812529055346
3.81,-0.021214054101252326
3.82,-0.021183963284856406
3.83,-0.021154557324769226
3.84,-0.021125852600875964
3.85,-0.021097864483409227
3.86,-0.021070607119142475
3.87,-0.02104409335856477
3.88,-0.021018334597067506
3.89,-0.020993340695980703
3.9,-0.020969119922455655
3.91,-0.020945678862694984
3.92,-0.020923022407981443
3.93,-0.020901153728733683
3.94,-0.020880074271495335
3.95,-0.020859783779913366
3.96,-0.020840280323327954
3.97,-0.020821560347953412
3.98,-0.020803618740728586
3.99,-0.020786448888496983
4.0,-0.020770042788938577
4.01,-0.02075439112088401
4.02,-0.020739483362526165
4.03,-0.02072530791070676
4.04,-0.02071185216298722
4.05,-0.02069910268378807
4.06,-0.020687045309478257
4.07,-0.02067566524626156
4.08,-0.020664947256305466
4.09,-0.020654875712365486
4.1,-0.020645434783982803
4.11,-0.020636608524146022
4.12,-0.02062838096826237
4.13,-0.020620736295304625
4.14,-0.020613658864989805
4.15,-0.02060713338401572
4.16,-0.02060114492533678
4.17,-0.020595679069825353
4.18,-0.020590721946803753
4.19,-0.02058626028585854
4.2,-0.020582281511148753
4.21,-0.02057877374598552
4.22,-0.020575725872071772
4.23,-0.02057312755882746
4.24,-0.0205709692536237
4.25,-0.020569242231133576
4.26,-0.020567938556083784
4.27,-0.02056705110340988
4.28,-0.02056657353365972
4.29,-0.02056650026087829
4.3,-0.02056682644440891
4.31,-0.020567547936701222
4.32,-0.020568661253823582
4.33,-0.0205701635281135
4.34,-0.02057205246157582
4.35,-0.020574326268987187
4.36,-0.02057698363139991
4.37,-0.020580023633352235
4.38,-0.020583445709724306
4.39,-0.02058724958552445
4.4,-0.02059143521843727
4.41,-0.020596002741049252
4.42,-0.02060095240480061
4.43,-0.020606284524303915
4.44,-0.020611999425819535
4.45,-0.02061809739603697
4.46,-0.020624578635574115
4.47,-0.02063144321480573
4.48,-0.020638691033644577
4.49,-0.020646321784691148
4.5,-0.020654334921921137
4.51,-0.02066272963070911
4.52,-0.020671504804331924
4.53,-0.020680659026319152
4.54,-0.0206901905501554
4.55,-0.020700097295342515
4.56,-0.02071037683220536
4.57,-0.020721026384664467
4.58,-0.020732042831202883
4.59,-0.02074342270294237
4.6,-0.020755162204234505
4.61,-0.020767257207640537
4.62,-0.02077970328689902
4.63,-0.02079249571680033
4.64,-0.020805629499625965
4.65,-0.020819099396137714
4.66,-0.020832899927816693
4.67,-0.020847025426576866
4.68,-0.02086147003797655
4.69,-0.02087622775895858
4.7,-0.02089129246895294
4.71,-0.02090665794841816
4.72,-0.020922317909864735
4.73,-0.020938266028894814
4.74,-0.020954495961132684
4.75,-0.020971001371673535
4.76,-0.02098777597159667
4.77,-0.021004813516093238
4.78,-0.021022107854505458
4.79,-0.02103965292556389
4.8,-0.02105744278789913
4.81,-0.021075471639925236
4.82,-0.021093733826807723
4.83,-0.021112223854056412
4.84,-0.02113093639797715
4.85,-0.021149866323496743
4.86,-0.02116900867566723
4.87,-0.021188358696276454
4.88,-0.021207911817529308
4.89,-0.021227663666072837
4.9,-0.021247610069772202
4.91,-0.02126774703812634
4.92,-0.02128807077624308
4.93,-0.021308577663514346
4.94,-0.02132926425497572
4.95,-0.021350127269025708
4.96,-0.021371163584872437
4.97,-0.021392370221405714
4.98,-0.02141374433268139
4.99,-0.021435283195651494
5.0,-0.021456984198094574
5.01,-0.02147884482278686
5.02,-0.021500862636641294
5.03,-0.02152303528223549
5.04,-0.021545360457115272
5.05,-0.021567835906369247
5.06,-0.021590459410131803
5.07,-0.021613228772315245
5.08,-0.021636141806744547
5.09,-0.02165919632806645
5.1,-0.021682390146321867
5.11,-0.021705721050432433
5.12,-0.02172918680517014
5.13,-0.02175278514139192
5.14,-0.021776513754994002
5.15,-0.02180037029366341
5.16,-0.021824352356431077
5.17,-0.02184845749448547
5.18,-0.021872683200208277
5.19,-0.021897026910776787
5.2,-0.021921486007284812
5.21,-0.02194605781540354
5.22,-0.021970739602955553
5.23,-0.021995528583326523
5.24,-0.022020421923426806
5.25,-0.0220454167371904
5.26,-0.022070510094114582
5.27,-0.022095699028526768
5.28,-0.022120980534467295
5.29,-0.022146351577235074
5.3,-0.022171809096636453
5.31,-0.022197350014139652
5.32,-0.022222971239216103
5.33,-0.022248669669474166
5.34,-0.02227444220748571
5.35,-0.022300285755011286
5.36,-0.02232619722595052
5.37,-0.02235217354967113
5.38,-0.022378211677983224
5.39,-0.022404308590781394
5.4,-0.022430461295684875
5.41,-0.022456666842825945
5.42,-0.022482922318082504
5.43,-0.02250922485378324
5.44,-0.022535571629812134
5.45,-0.022561959878083872
5.46,-0.022588386885515854
5.47,-0.022614849991282653
5.48,-0.022641346597727423
5.49,-0.022667874161703405
5.5,-0.022694430201468354
5.51,-0.022721012295051086
5.52,-0.02274761808139585
5.53,-0.02277424526024513
5.54,-0.022800891588518953
5.55,-0.022827554880678915
5.56,-0.02285423301131441
5.57,-0.02288092390623564
5.58,-0.022907625544814576
5.59,-0.022934335957631485
5.6,-0.02296105322420151
5.61,-0.022987775467048128
5.62,-0.023014500855389135
5.63,-0.023041227595451495
5.64,-0.023067953931837432
5.65,-0.02309467814320033
5.66,-0.023121398540196642
5.67,-0.023148113462933752
5.68,-0.02317482127506255
5.69,-0.023201520366824414
5.7,-0.023228209146245418
5.71,-0.023254886040482488
5.72,-0.023281549492198537
5.73,-0.023308197958114278
5.74,-0.02333482990728225
5.75,-0.023361443816511118
5.76,-0.02338803817397923
5.77,-0.023414611472194428
5.78,-0.023441162210165723
5.79,-0.023467688891691246
5.8,-0.023494190023560027
5.81,-0.02352066411859582
5.82,-0.023547109689949112
5.83,-0.023573525254460354
5.84,-0.023599909331827974
5.85,-0.02362626044388878
5.86,-0.023652577118294944
5.87,-0.02367885788407114
5.88,-0.023705101274705338
5.89,-0.023731305831392876
5.9,-0.02375747009887997
5.91,-0.023783592629833452
5.92,-0.023809671984134764
5.93,-0.023835706733242985
5.94,-0.02386169545643753
5.95,-0.02388763674488425
5.96,-0.023913529204081192
5.97,-0.023939371451492726
5.98,-0.023965162120243907
5.99,-0.023990899858881122
6.0,-0.02401658333548218
6.01,-0.024042211234151796
6.02,-0.024067782258761432
6.03,-0.02409329513501542
6.04,-0.024118748608078215
6.05,-0.024144141445649372
6.06,-0.02416947243743767
6.07,-0.02419474039839864
6.08,-0.02421994416475048
6.09,-0.02424508259915816
6.1,-0.024270154587360187
6.11,-0.02429515904017595
6.12,-0.024320094893431236
6.13,-0.02434496110746522
6.14,-0.02436975666843145
6.15,-0.02439448058668149
6.16,-0.024419131896908895
6.17,-0.024443709658174086
6.18,-0.024468212952951818
6.19,-0.024492640888596828
6.2,-0.02451699259391329
6.21,-0.0245412672204465
6.22,-0.02456546394176542
6.23,-0.0245895819529129
6.24,-0.024613620468437288
6.25,-0.02463757872428276
6.26,-0.024661455974245357
6.27,-0.024685251490999417
6.28,-0.02470896456501802
6.29,-0.024732594503427286
6.3,-0.024756140630885902
6.31,-0.024779602286534166
6.32,-0.02480297882501282
6.33,-0.024826269615344513
6.34,-0.02484947404000748
6.35,-0.02487259149576835
6.36,-0.024895621391064316
6.37,-0.024918563146735524
6.38,-0.02494141619583998
6.39,-0.024964179982591626
6.4,-0.024986853961730445
6.41,-0.025009437599766423
6.42,-0.025031930372602106
6.43,-0.025054331766724777
6.44,-0.025076641278507082
6.45,-0.025098858414000877
6.46,-0.02512098268972225
6.47,-0.025143013630781013
6.48,-0.0251649507729848
6.49,-0.025186793660954394
6.5,-0.025208541849215702
6.51,-0.025230194901953946
6.52,-0.025251752392966374
6.53,-0.025273213906555375
6.54,-0.025294579036302695
6.55,-0.025315847386154926
6.56,-0.02533701857029731
6.57,-0.025358092213140324
6.58,-0.02537906795017227
6.59,-0.025399945426846843
6.6,-0.025420724300255146
6.61,-0.025441404237826776
6.62,-0.025461984918415517
6.63,-0.025482466032086207
6.64,-0.025502847280207956
6.65,-0.025523128376034022
6.66,-0.02554330904400172
6.67,-0.025563389020352437
6.68,-0.02558336805307825
6.69,-0.02560324590182177
6.7,-0.025623022338409254
6.71,-0.025642697146031346
6.72,-0.02566227011978222
6.73,-0.025681741066780013
6.74,-0.025701109805540225
6.75,-0.025720376166315645
6.76,-0.025739539990783315
6.77,-0.025758601132357305
6.78,-0.02577755945548309
6.79,-0.0257964148358103
6.8,-0.025815167160192932
6.81,-0.02583381632614972
6.82,-0.025852362241917365
6.83,-0.025870804826210916
6.84,-0.025889144008090385
6.85,-0.0259073797266609
6.86,-0.02592551193087318
6.87,-0.025943540579396542
6.88,-0.025961465640279627
6.89,-0.025979287090870017
6.9,-0.025997004917414926
6.91,-0.026014619115027695
6.92,-0.02603212968735476
6.93,-0.026049536646415742
6.94,-0.026066840012350496
6.95,-0.026084039813245672
6.96,-0.02610113608496172
6.97,-0.026118128870912864
6.98,-0.026135018221814316
6.99,-0.02615180419574177
7.0,-0.02616848685765883
7.01,-0.026185066279450265
7.02,-0.02620154253977514
7.03,-0.026217915723854138
7.04,-0.0262341859234424
7.05,-0.026250353236483757
7.06,-0.026266417767363243
7.07,-0.026282379626407913
7.08,-0.026298238930126484
7.09,-0.026313995800922918
7.1,-0.026329650367109804
7.11,-0.026345202762841483
7.12,-0.02636065312780161
7.13,-0.02637600160769535
7.14,-0.026391248353530267
7.15,-0.026406393522056183
7.16,-0.02642143727559174
7.17,-0.0264363797818909
7.18,-0.026451221214063788
7.19,-0.02646596175075585
7.2,-0.02648060157597493
7.21,-0.026495140879131185
7.22,-0.026509579854644118
7.23,-0.026523918702575502
7.24,-0.026538157628015903
7.25,-0.02655229684115254
7.26,-0.02656633655754784
7.27,-0.026580276997940116
7.28,-0.02659411838769079
7.29,-0.026607860957603428
7.3,-0.026621504943411083
7.31,-0.026635050585476296
7.32,-0.026648498129290956
7.33,-0.026661847825083216
7.34,-0.02667509992797017
7.35,-0.02668825469732613
7.36,-0.026701312397527634
7.37,-0.026714273297527607
7.38,-0.026727137670262434
7.39,-0.02673990579351804
7.4,-0.02675257794932369
7.41,-0.02676515442375133
7.42,-0.026777635507037323
7.43,-0.026790021493673877
7.44,-0.02680231268204999
7.45,-0.026814509374145583
7.46,-0.026826611876056887
7.47,-0.02683862049747755
7.48,-0.02685053555183751
7.49,-0.02686235735565174
7.5,-0.02687408622943158
7.51,-0.026885722496452633
7.52,-0.026897266483607876
7.53,-0.026908718520847644
7.54,-0.026920078941193373
7.55,-0.026931348080723345
7.56,-0.026942526277961502
7.57,-0.02695361387489498
7.58,-0.026964611215555993
7.59,-0.026975518647067803
7.6,-0.026986336518971612
7.61,-0.026997065183473137
7.62,-0.027007704994629813
7.63,-0.027018256309350307
7.64,-0.027028719486801352
7.65,-0.027039094887828203
7.66,-0.027049382875887557
7.67,-0.027059583816414524
7.68,-0.027069698076735507
7.69,-0.027079726025942885
7.7,-0.02708966803532017
7.71,-0.027099524478049357
7.72,-0.027109295728405047
7.73,-0.027118982163066307
7.74,-0.027128584160291184
7.75,-0.02713810209937007
7.76,-0.027147536361745044
7.77,-0.027156887330310502
7.78,-0.027166155389132356
7.79,-0.027175340923789912
7.8,-0.02718444432134714
7.81,-0.027193465970393522
7.82,-0.02720240626011821
7.83,-0.027211265581568802
7.84,-0.02722004432694544
7.85,-0.027228742889266886
7.86,-0.027237361662865268
7.87,-0.027245901043224562
7.88,-0.02725436142694067
7.89,-0.027262743211083424
7.9,-0.02727104679420081
7.91,-0.027279272575833544
7.92,-0.027287420955642187
7.93,-0.02729549233484605
7.94,-0.027303487115390664
7.95,-0.027311405699427478
7.96,-0.027319248490227918
7.97,-0.027327015891728854
7.98,-0.027334708308600124
7.99,-0.027342326145424912
8.0,-0.027349869807965582
8.01,-0.0273573397025105
8.02,-0.027364736235095072
8.03,-0.02737205981282705
8.04,-0.027379310842934164
8.05,-0.02738648973320366
8.06,-0.02739359689102299
8.07,-0.027400632724665676
8.08,-0.027407597642625
8.09,-0.027414492052788172
8.1,-0.027421316363934717
8.11,-0.027428070984664793
8.12,-0.027434756323590867
8.13,-0.027441372789020337
8.14,-0.02744792078963269
8.15,-0.02745440073410759
8.16,-0.027460813030232203
8.17,-0.027467158086366433
8.18,-0.027473436310650464
8.19,-0.027479648110298353
8.2,-0.027485793892904113
8.21,-0.027491874065541985
8.22,-0.027497889035159425
8.23,-0.02750383920762532
8.24,-0.02750972498914105
8.25,-0.02751554678535538
8.26,-0.027521305000844556
8.27,-0.02752700004031132
8.28,-0.027532632307692453
8.29,-0.02753820220662459
8.3,-0.027543710139412782
8.31,-0.027549156508488236
8.32,-0.027554541715488993
8.33,-0.02755986616089492
8.34,-0.02756513024499887
8.35,-0.027570334367387657
8.36,-0.027575478926461967
8.37,-0.02758056432007707
8.38,-0.027585590945488316
8.39,-0.02759055919874475
8.4,-0.027595469475217023
8.41,-0.027600322169722254
8.42,-0.02760511767543221
8.43,-0.0276098563852856
8.44,-0.02761453869125536
8.45,-0.027619164983722275
8.46,-0.027623735652773866
8.47,-0.02762825108743853
8.48,-0.02763271167511961
8.49,-0.02763711780306021
8.5,-0.02764146985651859
8.51,-0.027645768220413067
8.52,-0.027650013278343332
8.53,-0.027654205412869122
8.54,-0.02765834500501251
8.55,-0.027662432435328597
8.56,-0.02766646808248719
8.57,-0.02767045232445929
8.58,-0.027674385538155877
8.59,-0.0276782680985504
8.6,-0.027682100380222757
8.61,-0.027685882755913962
8.62,-0.027689615597386828
8.63,-0.027693299275104
8.64,-0.027696934157990426
8.65,-0.02770052061399789
8.66,-0.027704059009839237
8.67,-0.027707549710209042
8.68,-0.027710993079115794
8.69,-0.02771438947921521
8.7,-0.027717739271145486
8.71,-0.027721042814964653
8.72,-0.02772430046852601
8.73,-0.027727512588850232
8.74,-0.02773067953152573
8.75,-0.027733801650155737
8.76,-0.027736879297391184
8.77,-0.027739912824304148
8.78,-0.02774290258056083
8.79,-0.027745848913936267
8.8,-0.0277487521713588
8.81,-0.027751612697492458
8.82,-0.027754430836068586
8.83,-0.027757206929292556
8.84,-0.027759941317285403
8.85,-0.027762634339308638
8.86,-0.027765286332405343
8.87,-0.02776789763255303
8.88,-0.027770468574190316
8.89,-0.027772999489617502
8.9,-0.027775490710249033
8.91,-0.027777942565241135
8.92,-0.02778035538268407
8.93,-0.02778272948899631
8.94,-0.02778506520849792
8.95,-0.027787362864609724
8.96,-0.027789622778474025
8.97,-0.0277918452699882
8.98,-0.027794030657543194
8.99,-0.02779617925732602
9.0,-0.0277982913845904
9.01,-0.027800367352218948
9.02,-0.02780240747199504
9.03,-0.027804412054056732
9.04,-0.02780638140633051
9.05,-0.027808315835663896
9.06,-0.027810215647045257
9.07,-0.027812081143632157
9.08,-0.02781391262726209
9.09,-0.027815710397601823
9.1,-0.027817474753258617
9.11,-0.027819205990547987
9.12,-0.02782090440452031
9.13,-0.027822570288600208
9.14,-0.027824203934000945
9.15,-0.027825805630916578
9.16,-0.02782737566737578
9.17,-0.027828914329875963
9.18,-0.02783042190346179
9.19,-0.027831898670966332
9.2,-0.027833344914037397
9.21,-0.02783476091244345
9.22,-0.027836146944115625
9.23,-0.027837503285644865
9.24,-0.027838830211504795
9.25,-0.027840127994816433
9.26,-0.027841396907028373
9.27,-0.02784263721751169
9.28,-0.027843849194511074
9.29,-0.02784503310398666
9.3,-0.027846189210759452
9.31,-0.027847317777611732
9.32,-0.027848419065727735
9.33,-0.027849493334858987
9.34,-0.027850540842539014
9.35,-0.027851561845148802
9.36,-0.027852556597317498
9.37,-0.02785352535159584
9.38,-0.02785446835944888
9.39,-0.027855385870070082
9.4,-0.027856278131460604
9.41,-0.027857145389915957
9.42,-0.027857987889693896
9.43,-0.027858805873952418
9.44,-0.027859599583611873
9.45,-0.027860369258373232
9.46,-0.027861115136292226
9.47,-0.02786183745337946
9.48,-0.027862536444519963
9.49,-0.02786321234248031
9.5,-0.0278638653787482
9.51,-0.027864495783225734
9.52,-0.02786510378375698
9.53,-0.027865689607033457
9.54,-0.027866253477947755
9.55,-0.027866795619661187
9.56,-0.02786731625407559
9.57,-0.027867815601028075
9.58,-0.02786829387922974
9.59,-0.02786875130539996
9.6,-0.027869188094926133
9.61,-0.02786960446169657
9.62,-0.027870000617621266
9.63,-0.027870376773471248
9.64,-0.027870733138191925
9.65,-0.02787106991927034
9.66,-0.027871387322747916
9.67,-0.027871685552800753
9.68,-0.0278719648124261
9.69,-0.027872225302868852
9.7,-0.02787246722383574
9.71,-0.02787269077373412
9.72,-0.027872896149086352
9.73,-0.02787308354534223
9.74,-0.027873253155993125
9.75,-0.027873405173318256
9.76,-0.027873539788111072
9.77,-0.027873657189612995
9.78,-0.027873757565546886
9.79,-0.027873841102069922
9.8,-0.02787390798419369
9.81,-0.027873958395084494
9.82,-0.02787399251672298
9.83,-0.027874010529644385
9.84,-0.027874012612691654
9.85,-0.027873998943602353
9.86,-0.027873969698348468
9.87,-0.027873925051736487
9.88,-0.027873865177153897
9.89,-0.027873790246415998
9.9,-0.027873700430099468
9.91,-0.027873595897168594
9.92,-0.027873476815462008
9.93,-0.027873343351406142
