t_s,pG_pu,Pm_abs_pu_sysbase,Pm_initial_pu_sysbase
1.62,0.1813535058210558,6.5116533342414495,6.330299828420394
1.63,0.1810677251272068,6.5113675535476006,6.330299828420394
1.64,0.18078580399964217,6.511085632420036,6.330299828420394
1.65,0.18050688639638768,6.510806714816781,6.330299828420394
1.66,0.18023006477901315,6.510529893199407,6.330299828420394
1.67,0.17995439069744368,6.510254219117837,6.330299828420394
1.68,0.179678885262069,6.509978713682463,6.330299828420394
1.69,0.17940254896094565,6.509702377381339,6.330299828420394
1.7,0.179124372237073,6.509424200657467,6.330299828420394
1.71,0.17884334437314564,6.509143172793539,6.330299828420394
1.72,0.17855846110875984,6.508858289529154,6.330299828420394
1.73,0.17826873467350524,6.508568563093899,6.330299828420394
1.74,0.1779732007752859,6.50827302919568,6.330299828420394
1.75,0.17767092606256618,6.50797075448296,6.330299828420394
1.76,0.17736101523211723,6.507660843652511,6.330299828420394
1.77,0.17704261755673212,6.507342445977126,6.330299828420394
1.78,0.17671493095080404,6.507014759371198,6.330299828420394
1.79,0.17637720854957895,6.506677036969973,6.330299828420394
1.8,0.17602876276586432,6.506328591186258,6.330299828420394
1.81,0.1756689685741204,6.505968796994514,6.330299828420394
1.82,0.17529726701006965,6.505597095430463,6.330299828420394
1.83,0.17491316853469208,6.505212996955086,6.330299828420394
1.84,0.17451625370007662,6.50481608212047,6.330299828420394
1.85,0.17410617538787054,6.504406003808264,6.330299828420394
1.86,0.17368265955314133,6.503982487973535,6.330299828420394
1.87,0.17324550526258342,6.503545333682977,6.330299828420394
1.88,0.1727945848142527,6.503094413234646,6.330299828420394
1.89,0.17232984258723327,6.502629671007627,6.330299828420394
1.9,0.17185129403311716,6.502151122453511,6.330299828420394
1.91,0.17135902375123724,6.501658852171631,6.330299828420394
1.92,0.17085318350387002,6.501153011924264,6.330299828420394
1.93,0.17033398942530908,6.500633817845703,6.330299828420394
1.94,0.16980171934906263,6.500101547769456,6.330299828420394
1.95,0.16925670911763024,6.499556537538024,6.330299828420394
1.96,0.16869934908285877,6.4989991775032525,6.330299828420394
1.97,0.16813008035303945,6.498429908773433,6.330299828420394
1.98,0.16754939071735553,6.497849219137749,6.330299828420394
1.99,0.16695781046441383,6.497257638884808,6.330299828420394
2.0,0.1663559064978788,6.4966557349182725,6.330299828420394
2.01,0.16574428002292851,6.496044108443322,6.330299828420394
2.02,0.16512355984032023,6.495423388260714,6.330299828420394
2.03,0.16449439916729958,6.494794227587693,6.330299828420394
2.04,0.16385746893641961,6.494157297356813,6.330299828420394
2.05,0.16321345508149143,6.493513283501885,6.330299828420394
2.06,0.16256305244280522,6.492862880863199,6.330299828420394
2.07,0.16190696073769217,6.492206789158086,6.330299828420394
2.08,0.16124587997466477,6.4915457083950585,6.330299828420394
2.09,0.16058050554205838,6.490880333962452,6.330299828420394
2.1,0.15991152519455465,6.490211353614948,6.330299828420394
2.11,0.15923961327845415,6.489539441698848,6.330299828420394
2.12,0.15856542894877546,6.488865257369169,6.330299828420394
2.13,0.1578896111634629,6.488189439583857,6.330299828420394
2.14,0.15721277600419192,6.487512604424586,6.330299828420394
2.15,0.15653551374583596,6.48683534216623,6.330299828420394
2.16,0.1558583857751854,6.486158214195579,6.330299828420394
2.17,0.15518192213805548,6.485481750558449,6.330299828420394
2.18,0.15450661993897974,6.4848064483593735,6.330299828420394
2.19,0.1538329415006352,6.484132769921029,6.330299828420394
2.2,0.1531613121005435,6.483461140520937,6.330299828420394
2.21,0.15249211990705636,6.48279194832745,6.330299828420394
2.22,0.15182571439186798,6.482125542812262,6.330299828420394
2.23,0.15116240621516486,6.481462234635559,6.330299828420394
2.24,0.150502466676258,6.480802295096652,6.330299828420394
2.25,0.14984612828479538,6.480145956705189,6.330299828420394
2.26,0.14919358459976362,6.479493413020157,6.330299828420394
2.27,0.14854499136638388,6.478844819786778,6.330299828420394
2.28,0.1479004672744475,6.478200295694841,6.330299828420394
2.29,0.14726009514290883,6.477559923563303,6.330299828420394
2.3,0.14662392330330043,6.476923751723694,6.330299828420394
2.31,0.1459919672569736,6.476291795677367,6.330299828420394
2.32,0.14536421154414114,6.475664039964535,6.330299828420394
2.33,0.14474061168053964,6.475040440100933,6.330299828420394
2.34,0.14412109631401382,6.474420924734408,6.330299828420394
2.35,0.1435055695242955,6.473805397944689,6.330299828420394
2.36,0.14289391309930366,6.473193741519697,6.330299828420394
2.37,0.14228598925966018,6.472585817680054,6.330299828420394
2.38,0.14168164279836937,6.471981471218763,6.330299828420394
2.39,0.14108070392206873,6.4713805323424625,6.330299828420394
2.4,0.1404829907719236,6.470782819192317,6.330299828420394
2.41,0.13988831185879746,6.470188140279191,6.330299828420394
2.42,0.139296468707089,6.469596297127483,6.330299828420394
2.43,0.13870725827402186,6.469007086694416,6.330299828420394
2.44,0.13812047563481844,6.468420304055212,6.330299828420394
2.45,0.13753591583999647,6.46783574426039,6.330299828420394
2.46,0.13695337644678052,6.467253204867174,6.330299828420394
2.47,0.13637265970139367,6.466672488121787,6.330299828420394
2.48,0.13579357427496497,6.466093402695359,6.330299828420394
2.49,0.13521593725295844,6.465515765673352,6.330299828420394
2.5,0.13463957580203,6.464939404222424,6.330299828420394
2.51,0.13406432870277385,6.464364157123168,6.330299828420394
2.52,0.13349004755288796,6.463789875973282,6.330299828420394
2.53,0.13291659823856783,6.463216426658962,6.330299828420394
2.54,0.13234386160362277,6.4626436900240165,6.330299828420394
2.55,0.1317717344050635,6.462071562825457,6.330299828420394
2.56,0.13120012996892694,6.461499958389321,6.330299828420394
2.57,0.13062897856886746,6.460928806989261,6.330299828420394
2.58,0.1300582277693536,6.460358056189747,6.330299828420394
2.59,0.12948784244089762,6.459787670861291,6.330299828420394
2.6,0.12891780474206893,6.459217633162463,6.330299828420394
2.61,0.12834811387251133,6.458647942292905,6.330299828420394
2.62,0.12777878568055634,6.45807861410095,6.330299828420394
2.63,0.12720985213882052,6.457509680559214,6.330299828420394
2.64,0.1266413606921759,6.45694118911257,6.330299828420394
2.65,0.1260733734675279,6.456373201887922,6.330299828420394
2.66,0.12550596638426903,6.455805794804663,6.330299828420394
2.67,0.12493922817215442,6.455239056592548,6.330299828420394
2.68,0.12437325926994092,6.454673087690335,6.330299828420394
2.69,0.12380817072393846,6.454107999144332,6.330299828420394
2.7,0.12324408301577261,6.453543911436166,6.330299828420394
2.71,0.12268112459962133,6.452980953020015,6.330299828420394
2.72,0.12211943095526667,6.45241925937566,6.330299828420394
2.73,0.12155914309620286,6.451858971516597,6.330299828420394
2.74,0.12100040626685438,6.451300234687248,6.330299828420394
2.75,0.12044336872724326,6.450743197147637,6.330299828420394
2.76,0.11988818043593952,6.450188008856333,6.330299828420394
2.77,0.11933499181214646,6.44963482023254,6.330299828420394
2.78,0.11878395255676111,6.449083780977155,6.330299828420394
2.79,0.11823521046039698,6.448535038880791,6.330299828420394
2.8,0.11768891038713569,6.447988738807529,6.330299828420394
2.81,0.11714519319678285,6.447445021617177,6.330299828420394
2.82,0.116604194691182,6.446904023111576,6.330299828420394
2.83,0.11606604503985096,6.446365873460245,6.330299828420394
2.84,0.11553086771627807,6.445830696136672,6.330299828420394
2.85,0.11499877897130872,6.4452986073917025,6.330299828420394
2.86,0.11446988713738548,6.444769715557779,6.330299828420394
2.87,0.11394429219265678,6.4442441206130505,6.330299828420394
2.88,0.11342208531875819,6.443721913739152,6.330299828420394
2.89,0.112903348598973,6.443203177019367,6.330299828420394
2.9,0.11238815477974207,6.442687983200136,6.330299828420394
2.91,0.11187656723666706,6.442176395657061,6.330299828420394
2.92,0.11136863981055267,6.441668468230946,6.330299828420394
2.93,0.11086441693262472,6.4411642453530185,6.330299828420394
2.94,0.11036393378173326,6.440663762202127,6.330299828420394
2.95,0.10986721645868602,6.44016704487908,6.330299828420394
2.96,0.10937428230985002,6.439674110730244,6.330299828420394
2.97,0.1088851402629718,6.4391849686833655,6.330299828420394
2.98,0.10839979125965549,6.438699619680049,6.330299828420394
2.99,0.10791822872621992,6.438218057146614,6.330299828420394
3.0,0.10744043909293222,6.437740267513326,6.330299828420394
3.01,0.10696640236592003,6.437266230786314,6.330299828420394
3.02,0.10649609271553828,6.436795921135932,6.330299828420394
3.03,0.1060294791062093,6.436329307526603,6.330299828420394
3.04,0.10556652595321836,6.435866354373612,6.330299828420394
3.05,0.10510719370426003,6.435407022124654,6.330299828420394
3.06,0.10465143966160273,6.4349512680819965,6.330299828420394
3.07,0.1041992184654772,6.434499046885871,6.330299828420394
3.08,0.10375048286016408,6.434050311280558,6.330299828420394
3.09,0.10330518429213331,6.433605012712527,6.330299828420394
3.1,0.10286327349883262,6.433163101919226,6.330299828420394
3.11,0.10242470120978364,6.432724529630177,6.330299828420394
3.12,0.10198941860205135,6.432289247022445,6.330299828420394
3.13,0.10155737790637076,6.4318572063267645,6.330299828420394
3.14,0.10112853284805112,6.431428361268445,6.330299828420394
3.15,0.10070283915590039,6.431002667576294,6.330299828420394
3.16,0.10028025492773551,6.430580083348129,6.330299828420394
3.17,0.09986074102348486,6.430160569443879,6.330299828420394
3.18,0.09944426137709872,6.4297440897974925,6.330299828420394
3.19,0.09903078326565495,6.429330611686049,6.330299828420394
3.2,0.09862027753538438,6.428920105955778,6.330299828420394
3.21,0.09821271876530879,6.4285125471857025,6.330299828420394
3.22,0.09780808540870378,6.4281079138290975,6.330299828420394
3.23,0.09740635983428625,6.42770618825468,6.330299828420394
3.24,0.09700752839845794,6.427307356818852,6.330299828420394
3.25,0.09661158140569803,6.426911409826092,6.330299828420394
3.26,0.09621851305344542,6.426518341473839,6.330299828420394
3.27,0.09582832133575092,6.426128149756145,6.330299828420394
3.28,0.0954410079039576,6.425740836324351,6.330299828420394
3.29,0.09505657790917255,6.425356406329566,6.330299828420394
3.3,0.09467503978546077,6.4249748682058545,6.330299828420394
3.31,0.0942964050254842,6.424596233445878,6.330299828420394
3.32,0.09392068793865516,6.424220516359049,6.330299828420394
3.33,0.09354790535583302,6.423847733776227,6.330299828420394
3.34,0.09317807636064224,6.423477904781036,6.330299828420394
3.35,0.09281122196153824,6.423111050381932,6.330299828420394
3.36,0.09244736480740023,6.422747193227794,6.330299828420394
3.37,0.09208652883629398,6.422386357256688,6.330299828420394
3.38,0.09172873896326994,6.422028567383664,6.330299828420394
3.39,0.09137402078591972,6.4216738492063135,6.330299828420394
3.4,0.0910224002271649,6.421322228647559,6.330299828420394
3.41,0.09067390324197966,6.420973731662373,6.330299828420394
3.42,0.09032855551578667,6.42062838393618,6.330299828420394
3.43,0.08998638218290189,6.420286210603296,6.330299828420394
3.44,0.08964740754819278,6.4199472359685865,6.330299828420394
3.45,0.08931165483400072,6.4196114832543945,6.330299828420394
3.46,0.08897914593208256,6.419278974352476,6.330299828420394
3.47,0.08864990123677874,6.4189497296571725,6.330299828420394
3.48,0.08832393937843985,6.418623767798834,6.330299828420394
3.49,0.08800127710042371,6.4183011055208175,6.330299828420394
3.5,0.08768192912248995,6.417981757542884,6.330299828420394
3.51,0.08736590797628807,6.417665736396682,6.330299828420394
3.52,0.08705322395076198,6.417353052371156,6.330299828420394
3.53,0.08674388499616548,6.417043713416559,6.330299828420394
3.54,0.08643789668085144,6.416737725101245,6.330299828420394
3.55,0.08613526217330403,6.416435090593698,6.330299828420394
3.56,0.08583598223514777,6.4161358106555415,6.330299828420394
3.57,0.08554005524375619,6.41583988366415,6.330299828420394
3.58,0.08524747723802051,6.415547305658414,6.330299828420394
3.59,0.08495824196809298,6.415258070388487,6.330299828420394
3.6,0.0846723409920429,6.414972169412437,6.330299828420394
3.61,0.08438976376922813,6.414689592189622,6.330299828420394
3.62,0.0841104977464111,6.414410326166805,6.330299828420394
3.63,0.08383452852337303,6.414134356943767,6.330299828420394
3.64,0.0835618399742275,6.413861668394621,6.330299828420394
3.65,0.08329241435792856,6.413592242778322,6.330299828420394
3.66,0.08302623253445685,6.413326060954851,6.330299828420394
3.67,0.08276327408836881,6.4130631025087625,6.330299828420394
3.68,0.08250351747721218,6.412803345897606,6.330299828420394
3.69,0.0822469402372068,6.4125467686576005,6.330299828420394
3.7,0.0819935191408998,6.4122933475612935,6.330299828420394
3.71,0.08174323031066955,6.412043058731063,6.330299828420394
3.72,0.08149604946317623,6.41179587788357,6.330299828420394
3.73,0.08125195202334012,6.411551780443734,6.330299828420394
3.74,0.0810109132603758,6.4113107416807695,6.330299828420394
3.75,0.08077290846548468,6.411072736885878,6.330299828420394
3.76,0.08053791310065606,6.41083774152105,6.330299828420394
3.77,0.08030590285788719,6.410605731278281,6.330299828420394
3.78,0.08007685387953423,6.410376682299928,6.330299828420394
3.79,0.07985074276664328,6.410150571187037,6.330299828420394
3.8,0.07962754675035733,6.409927375170751,6.330299828420394
3.81,0.07940724375424857,6.409707072174642,6.330299828420394
3.82,0.07918981242379886,6.409489640844193,6.330299828420394
3.83,0.07897523226090009,6.409275060681294,6.330299828420394
3.84,0.07876348363495644,6.40906331205535,6.330299828420394
3.85,0.07855454778707482,6.408854376207469,6.330299828420394
3.86,0.07834840692899636,6.40864823534939,6.330299828420394
3.87,0.0781450441789282,6.408444872599322,6.330299828420394
3.88,0.07794444361919606,6.40824427203959,6.330299828420394
3.89,0.07774659026827013,6.408046418688664,6.330299828420394
3.9,0.07755147003311968,6.407851298453513,6.330299828420394
3.91,0.07735906973168838,6.407658898152082,6.330299828420394
3.92,0.07716937701594162,6.407469205436335,6.330299828420394
3.93,0.07698238033422378,6.4072822087546175,6.330299828420394
3.94,0.07679806889420338,6.407097897314597,6.330299828420394
3.95,0.07661643258448159,6.406916261004875,6.330299828420394
3.96,0.07643746191426093,6.406737290334655,6.330299828420394
3.97,0.07626114795588634,6.40656097637628,6.330299828420394
3.98,0.07608748226598028,6.406387310686374,6.330299828420394
3.99,0.07591645679541958,6.406216285215813,6.330299828420394
4.0,0.07574806384406063,6.406047892264454,6.330299828420394
4.01,0.07558229595509047,6.405882124375484,6.330299828420394
4.02,0.07541914585323006,6.405718974273624,6.330299828420394
4.03,0.0752586063712739,6.405558434791668,6.330299828420394
4.04,0.0751006703554502,6.405400498775844,6.330299828420394
4.05,0.07494533061983688,6.405245159040231,6.330299828420394
4.06,0.07479257986543786,6.405092408285832,6.330299828420394
4.07,0.07464241060148424,6.404942239021878,6.330299828420394
4.08,0.07449481511494316,6.404794643535337,6.330299828420394
4.09,0.07434978537815606,6.40464961379855,6.330299828420394
4.1,0.07420731302982109,6.404507141450215,6.330299828420394
4.11,0.07406738931281787,6.404367217733212,6.330299828420394
4.12,0.07393000502348457,6.404229833443878,6.330299828420394
4.13,0.07379515050739904,6.404094978927793,6.330299828420394
4.14,0.0736628155898913,6.403962644010285,6.330299828420394
4.15,0.07353298959838472,6.4038328180187785,6.330299828420394
4.16,0.0734056612971532,6.403705489717547,6.330299828420394
4.17,0.07328081892038973,6.4035806473407835,6.330299828420394
4.18,0.07315845014476796,6.403458278565162,6.330299828420394
4.19,0.07303854207520288,6.403338370495597,6.330299828420394
4.2,0.07292108128987973,6.4032209097102735,6.330299828420394
4.21,0.07280605380930716,6.403105882229701,6.330299828420394
4.22,0.07269344513494058,6.402993273555334,6.330299828420394
4.23,0.07258324027674945,6.402883068697143,6.330299828420394
4.24,0.07247542373263638,6.40277525215303,6.330299828420394
4.25,0.07236997958055902,6.402669808000953,6.330299828420394
4.26,0.07226689144193088,6.402566719862325,6.330299828420394
4.27,0.0721661425657043,6.402465970986098,6.330299828420394
4.28,0.07206771584945937,6.402367544269853,6.330299828420394
4.29,0.07197159384101948,6.402271422261413,6.330299828420394
4.3,0.07187775883998881,6.4021775872603826,6.330299828420394
4.31,0.07178619287636856,6.402086021296762,6.330299828420394
4.32,0.07169687778602807,6.401996706206422,6.330299828420394
4.33,0.07160979523899247,6.401909623659386,6.330299828420394
4.34,0.07152492679641131,6.401824755216805,6.330299828420394
4.35,0.07144225389611325,6.401742082316507,6.330299828420394
4.36,0.0713617579694068,6.4016615863898005,6.330299828420394
4.37,0.07128342039558788,6.401583248815982,6.330299828420394
4.38,0.07120722260123902,6.401507051021633,6.330299828420394
4.39,0.07113314605452725,6.401432974474921,6.330299828420394
4.4,0.07106117230693432,6.401361000727328,6.330299828420394
4.41,0.0709912830330035,6.401291111453397,6.330299828420394
4.42,0.07092346001789185,6.401223288438286,6.330299828420394
4.43,0.0708576852433156,6.401157513663709,6.330299828420394
4.44,0.0707939408326812,6.401093769253075,6.330299828420394
4.45,0.07073220913073541,6.401032037551129,6.330299828420394
4.46,0.07067247268106769,6.400972301101461,6.330299828420394
4.47,0.07061471424847632,6.40091454266887,6.330299828420394
4.48,0.07055891683835025,6.400858745258744,6.330299828420394
4.49,0.07050506366750309,6.400804892087897,6.330299828420394
4.5,0.07045313822538635,6.40075296664578,6.330299828420394
4.51,0.0704031242102312,6.400702952630625,6.330299828420394
4.52,0.07035500556282415,6.400654833983218,6.330299828420394
4.53,0.07030876647486384,6.400608594895258,6.330299828420394
4.54,0.0702643913331622,6.400564219753556,6.330299828420394
4.55,0.07022186477585013,6.400521693196244,6.330299828420394
4.56,0.07018117161782289,6.400481000038217,6.330299828420394
4.57,0.0701422968824339,6.400442125302828,6.330299828420394
4.58,0.070105225780968,6.400405054201362,6.330299828420394
4.59,0.0700699436713732,6.400369772091767,6.330299828420394
4.6,0.07003643609395738,6.400336264514351,6.330299828420394
4.61,0.0700046886923813,6.400304517112775,6.330299828420394
4.62,0.06997468726322964,6.400274515683623,6.330299828420394
4.63,0.06994641768156651,6.40024624610196,6.330299828420394
4.64,0.0699198659094531,6.400219694329847,6.330299828420394
4.65,0.06989501800285591,6.40019484642325,6.330299828420394
4.66,0.06987186003894763,6.400171688459341,6.330299828420394
4.67,0.06985037816494444,6.400150206585338,6.330299828420394
4.68,0.06983055852596642,6.40013038694636,6.330299828420394
4.69,0.06981238727849881,6.4001122156988925,6.330299828420394
4.7,0.06979585058483107,6.400095679005225,6.330299828420394
4.71,0.06978093458022805,6.400080763000622,6.330299828420394
4.72,0.06976762536996972,6.4000674537903635,6.330299828420394
4.73,0.06975590902818407,6.400055737448578,6.330299828420394
4.74,0.06974577156789419,6.400045599988288,6.330299828420394
4.75,0.06973719894208141,6.400037027362475,6.330299828420394
4.76,0.06973017706432127,6.400030005484715,6.330299828420394
4.77,0.06972469174759421,6.400024520167988,6.330299828420394
4.78,0.06972072876497926,6.400020557185373,6.330299828420394
4.79,0.06971827379051643,6.40001810221091,6.330299828420394
4.8,0.06971731242553769,6.400017140845931,6.330299828420394
4.81,0.06971783020791378,6.4000176586283075,6.330299828420394
