t_s,p_ref_eff_pu,delta_pref_eff_pu,p_ref_pu,omega_pll_pu,Kω
3.05,0.6864180571289087,0.01752330841620187,0.6688947487127068,0.9994993340452514,35.0
3.06,0.6863544097483948,0.0174596610356879,0.6688947487127068,0.9995011525418375,35.0
3.07,0.6862907421894591,0.017395993476752268,0.6688947487127068,0.9995029716149499,35.0
3.08,0.686227084510955,0.017332335798248156,0.6688947487127068,0.9995047904057643,35.0
3.09,0.6861634714314273,0.017268722718720406,0.6688947487127068,0.9995066079223224,35.0
3.1,0.6860999417551872,0.017205193042480364,0.6688947487127068,0.9995084230559291,35.0
3.11,0.6860365376676995,0.01714178895499264,0.6688947487127068,0.9995102346012859,35.0
3.12,0.6859733041942282,0.017078555481521384,0.6688947487127068,0.9995120412719565,35.0
3.13,0.6859102885040629,0.017015539791356053,0.6688947487127068,0.9995138417202469,35.0
3.14,0.6858475393331409,0.016952790620434068,0.6688947487127068,0.9995156345537018,35.0
