t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,p_network_abs_pu,q_network_abs_pu,delta_p_load_pu,delta_q_load_pu,asset_type
0.27,0.0017110328502865785,0.05884809332290031,0.0017110328502865785,0.05884809332290031,0.10171103285028678,-1.568795814718199,0.0,0.0,GFM
0.28,0.006130717469840383,0.06535712662494686,0.006130717469840383,0.06535712662494686,0.10613071746984058,-1.5622867814161525,0.0,0.0,GFM
0.29,0.00584256229821907,0.06245039574746758,0.00584256229821907,0.06245039574746758,0.10584256229821927,-1.5651935122936318,0.0,0.0,GFM
0.3,0.004153592501494413,0.06438757652183469,0.004153592501494413,0.06438757652183469,0.10415359250149461,-1.5632563315192647,0.0,0.0,GFM
0.31,0.0006711560645083908,0.057568336549030485,0.0006711560645083908,0.057568336549030485,0.10067115606450859,-1.5700755714920689,0.0,0.0,GFM
0.32,-0.0036469205701805674,0.05009375991064524,-0.0036469205701805674,0.05009375991064524,0.09635307942981963,-1.5775501481304541,0.0,0.0,GFM
0.33,-0.008264930402997847,0.04940363111896118,-0.008264930402997847,0.04940363111896118,0.09173506959700235,-1.5782402769221382,0.0,0.0,GFM
0.34,-0.014446354438556047,0.05158312046653424,-0.014446354438556047,0.05158312046653424,0.08555364556144415,-1.5760607875745651,0.0,0.0,GFM
0.35,-0.023034199451830398,0.054123890471613256,-0.023034199451830398,0.054123890471613256,0.0769658005481698,-1.5735200175694861,0.0,0.0,GFM
0.36,-0.03397642766549627,0.056075384981947085,-0.03397642766549627,0.056075384981947085,0.06602357233450393,-1.5715685230591523,0.0,0.0,GFM
0.37,-0.04686287433672095,0.05661409449768051,-0.04686287433672095,0.05661409449768051,0.05313712566327925,-1.5710298135434189,0.0,0.0,GFM
0.38,-0.06113461530266708,0.05655844931899212,-0.06113461530266708,0.05655844931899212,0.03886538469733312,-1.5710854587221073,0.0,0.0,GFM
0.39,-0.07638440930998575,0.057077732787822244,-0.07638440930998575,0.057077732787822244,0.02361559069001445,-1.5705661752532771,0.0,0.0,GFM
0.4,-0.09247861087426482,0.05841497550692942,-0.09247861087426482,0.05841497550692942,0.007521389125735389,-1.56922893253417,0.0,0.0,GFM
0.41,-0.10937178614622606,0.06025505645861173,-0.10937178614622606,0.06025505645861173,-0.009371786146225863,-1.5673888515824876,0.0,0.0,GFM
0.42,-0.12694680260238522,0.0621608079907483,-0.12694680260238522,0.0621608079907483,-0.026946802602385026,-1.565483100050351,0.0,0.0,GFM
0.43,-0.1449866727412692,0.06383580729219229,-0.1449866727412692,0.06383580729219229,-0.044986672741268996,-1.563808100748907,0.0,0.0,GFM
0.44,-0.16322043967364136,0.06528515947985958,-0.16322043967364136,0.06528515947985958,-0.06322043967364116,-1.5623587485612398,0.0,0.0,GFM
0.45,-0.18139333802183377,0.0666849703950727,-0.18139333802183377,0.0666849703950727,-0.08139333802183359,-1.5609589376460267,0.0,0.0,GFM
0.46,-0.1993052435353476,0.0681664706599403,-0.1993052435353476,0.0681664706599403,-0.09930524353534739,-1.559477437381159,0.0,0.0,GFM
0.47,-0.21680064291842815,0.06973626629882168,-0.21680064291842815,0.06973626629882168,-0.11680064291842795,-1.5579076417422777,0.0,0.0,GFM
0.48,-0.23374055393343462,0.07131213690564597,-0.23374055393343462,0.07131213690564597,-0.13374055393343443,-1.5563317711354534,0.0,0.0,GFM
0.49,-0.24998496667257064,0.07280099037394083,-0.24998496667257064,0.07280099037394083,-0.14998496667257044,-1.5548429176671585,0.0,0.0,GFM
0.5,-0.2653932781230358,0.07415744903147714,-0.2653932781230358,0.07415744903147714,-0.16539327812303564,-1.5534864590096222,0.0,0.0,GFM
0.51,-0.27983545519965763,0.0753875847133676,-0.27983545519965763,0.0753875847133676,-0.17983545519965743,-1.5522563233277318,0.0,0.0,GFM
0.52,-0.29320207130072273,0.07651610000475673,-0.29320207130072273,0.07651610000475673,-0.1932020713007225,-1.5511278080363426,0.0,0.0,GFM
0.53,-0.3054068197179929,0.07755566480803489,-0.3054068197179929,0.07755566480803489,-0.20540681971799266,-1.5500882432330645,0.0,0.0,GFM
0.54,-0.31638311350714465,0.07849802065794376,-0.31638311350714465,0.07849802065794376,-0.21638311350714448,-1.5491458873831556,0.0,0.0,GFM
0.55,-0.3260796416010444,0.0793239213875252,-0.3260796416010444,0.0793239213875252,-0.22607964160104418,-1.5483199866535742,0.0,0.0,GFM
0.56,-0.33445820820528066,0.0800179237650247,-0.33445820820528066,0.0800179237650247,-0.23445820820528046,-1.5476259842760747,0.0,0.0,GFM
0.57,-0.3414941203858459,0.0805759257829497,-0.3414941203858459,0.0805759257829497,-0.24149412038584572,-1.5470679822581497,0.0,0.0,GFM
0.58,-0.3471774479271017,0.0810030975125493,-0.3471774479271017,0.0810030975125493,-0.2471774479271015,-1.54664081052855,0.0,0.0,GFM
0.59,-0.35151350935178555,0.08130746770579655,-0.35151350935178555,0.08130746770579655,-0.25151350935178535,-1.5463364403353028,0.0,0.0,GFM
0.6,-0.3545220951277353,0.08149521543502924,-0.3545220951277353,0.08149521543502924,-0.2545220951277351,-1.5461486926060701,0.0,0.0,GFM
0.61,-0.3562359389203684,0.0815701015324175,-0.3562359389203684,0.0815701015324175,-0.2562359389203682,-1.5460738065086819,0.0,0.0,GFM
0.62,-0.3566991782032631,0.08153569688539264,-0.3566991782032631,0.08153569688539264,-0.2566991782032629,-1.5461082111557067,0.0,0.0,GFM
0.63,-0.3559661946208593,0.08139767196166026,-0.3559661946208593,0.08139767196166026,-0.2559661946208591,-1.5462462360794391,0.0,0.0,GFM
0.64,-0.3541007664233953,0.0811644531970035,-0.3541007664233953,0.0811644531970035,-0.2541007664233951,-1.5464794548440959,0.0,0.0,GFM
0.65,-0.35117525533678856,0.08084634449660943,-0.35117525533678856,0.08084634449660943,-0.25117525533678836,-1.54679756354449,0.0,0.0,GFM
0.66,-0.3472696179894813,0.0804542155461343,-0.3472696179894813,0.0804542155461343,-0.2472696179894811,-1.547189692494965,0.0,0.0,GFM
0.67,-0.34247022231874064,0.07999871050459673,-0.34247022231874064,0.07999871050459673,-0.24247022231874044,-1.5476451975365026,0.0,0.0,GFM
0.68,-0.3368685793902093,0.0794901963202228,-0.3368685793902093,0.0794901963202228,-0.2368685793902091,-1.5481537117208766,0.0,0.0,GFM
0.69,-0.3305601140730512,0.07893907990442095,-0.3305601140730512,0.07893907990442095,-0.23056011407305096,-1.5487048281366784,0.0,0.0,GFM
0.7,-0.3236430304051774,0.07835602456558766,-0.3236430304051774,0.07835602456558766,-0.2236430304051772,-1.5492878834755117,0.0,0.0,GFM
0.71,-0.3162172576505352,0.0777518593964821,-0.3162172576505352,0.0777518593964821,-0.216217257650535,-1.5498920486446173,0.0,0.0,GFM
0.72,-0.3083834356001852,0.07713727434918827,-0.3083834356001852,0.07713727434918827,-0.20838343560018502,-1.550506633691911,0.0,0.0,GFM
0.73,-0.30024191501499664,0.07652251110668873,-0.30024191501499664,0.07652251110668873,-0.20024191501499644,-1.5511213969344106,0.0,0.0,GFM
0.74,-0.291891780383551,0.07591718753509213,-0.291891780383551,0.07591718753509213,-0.19189178038355084,-1.5517267205060072,0.0,0.0,GFM
0.75,-0.28342992162286434,0.07533025656368486,-0.28342992162286434,0.07533025656368486,-0.18342992162286414,-1.5523136514774145,0.0,0.0,GFM
0.76,-0.27495017915576564,0.0747700181132509,-0.27495017915576564,0.0747700181132509,-0.17495017915576544,-1.5528738899278485,0.0,0.0,GFM
0.77,-0.26654257363311096,0.07424410874480225,-0.26654257363311096,0.07424410874480225,-0.16654257363311076,-1.5533997992962971,0.0,0.0,GFM
0.78,-0.2582926175373961,0.0737594486914277,-0.2582926175373961,0.0737594486914277,-0.15829261753739587,-1.5538844593496717,0.0,0.0,GFM
0.79,-0.25028070303110783,0.07332217228866567,-0.25028070303110783,0.07332217228866567,-0.15028070303110766,-1.5543217357524337,0.0,0.0,GFM
0.8,-0.24258156288547017,0.07293757734912054,-0.24258156288547017,0.07293757734912054,-0.14258156288546997,-1.5547063306919788,0.0,0.0,GFM
0.81,-0.23526380659519042,0.07261011004645579,-0.23526380659519042,0.07261011004645579,-0.13526380659519022,-1.5550337979946436,0.0,0.0,GFM
0.82,-0.22838953694051972,0.07234337823920578,-0.22838953694051972,0.07234337823920578,-0.12838953694051952,-1.5553005298018936,0.0,0.0,GFM
0.83,-0.22201404925644314,0.07214017644610382,-0.22201404925644314,0.07214017644610382,-0.12201404925644294,-1.5555037315949956,0.0,0.0,GFM
0.84,-0.21618561306566442,0.07200251007597558,-0.21618561306566442,0.07200251007597558,-0.11618561306566422,-1.5556413979651238,0.0,0.0,GFM
0.85,-0.21094533308466293,0.0719316173986857,-0.21094533308466293,0.0719316173986857,-0.11094533308466273,-1.5557122906424137,0.0,0.0,GFM
0.86,-0.20632708445364922,0.07192799385021775,-0.20632708445364922,0.07192799385021775,-0.10632708445364902,-1.5557159141908816,0.0,0.0,GFM
0.87,-0.20235751957787615,0.0719914238643129,-0.20235751957787615,0.0719914238643129,-0.10235751957787595,-1.5556524841767865,0.0,0.0,GFM
0.88,-0.19905614212119424,0.07212102072344351,-0.19905614212119424,0.07212102072344351,-0.09905614212119404,-1.5555228873176559,0.0,0.0,GFM
0.89,-0.19643544613408365,0.07231527207771693,-0.19643544613408365,0.07231527207771693,-0.09643544613408346,-1.5553286359633824,0.0,0.0,GFM
0.9,-0.1945011151599737,0.07257208721031216,-0.1945011151599737,0.07257208721031216,-0.0945011151599735,-1.5550718208307872,0.0,0.0,GFM
0.91,-0.19325227722235333,0.07288884419072317,-0.19325227722235333,0.07288884419072317,-0.09325227722235313,-1.5547550638503762,0.0,0.0,GFM
0.92,-0.19268180987029745,0.07326243671328103,-0.19268180987029745,0.07326243671328103,-0.09268180987029725,-1.5543814713278183,0.0,0.0,GFM
0.93,-0.19277668941126067,0.0736893211662828,-0.19277668941126067,0.0736893211662828,-0.09277668941126047,-1.5539545868748166,0.0,0.0,GFM
0.94,-0.1935183794014891,0.07416556482050307,-0.1935183794014891,0.07416556482050307,-0.09351837940148891,-1.5534783432205963,0.0,0.0,GFM
0.95,-0.19488325216664962,0.07468689456633704,-0.19488325216664962,0.07468689456633704,-0.09488325216664942,-1.5529570134747623,0.0,0.0,GFM
0.96,-0.19684303839512993,0.0752487458194886,-0.19684303839512993,0.0752487458194886,-0.09684303839512973,-1.5523951622216108,0.0,0.0,GFM
0.97,-0.19936529919010618,0.07584631088831384,-0.19936529919010618,0.07584631088831384,-0.09936529919010598,-1.5517975971527855,0.0,0.0,GFM
0.98,-0.20241391470357653,0.07647458642281268,-0.20241391470357653,0.07647458642281268,-0.10241391470357633,-1.5511693216182867,0.0,0.0,GFM
0.99,-0.20594958442509864,0.07712842013074894,-0.20594958442509864,0.07712842013074894,-0.10594958442509846,-1.5505154879103504,0.0,0.0,GFM
1.0,-0.20993033322304372,0.07780255669820413,-0.20993033322304372,0.07780255669820413,-0.1099303332230435,-1.5498413513428952,0.0,0.0,GFM
1.01,-0.21431201871240868,0.07849168307743093,-0.21431201871240868,0.07849168307743093,-0.11431201871240848,-1.5491522249636684,0.0,0.0,GFM
1.02,-0.21904883473788775,0.07919047290296333,-0.21904883473788775,0.07919047290296333,-0.11904883473788755,-1.548453435138136,0.0,0.0,GFM
1.03,-0.22409380672007484,0.07989362988936599,-0.22409380672007484,0.07989362988936599,-0.12409380672007464,-1.5477502781517334,0.0,0.0,GFM
1.04,-0.22939927464890583,0.08059592991748699,-0.22939927464890583,0.08059592991748699,-0.12939927464890563,-1.5470479781236124,0.0,0.0,GFM
1.05,-0.23491735973097455,0.08129226170484971,-0.23491735973097455,0.08129226170484971,-0.13491735973097435,-1.5463516463362497,0.0,0.0,GFM
1.06,-0.2406004112295491,0.08197766578544119,-0.2406004112295491,0.08197766578544119,-0.1406004112295489,-1.5456662422556582,0.0,0.0,GFM
1.07,-0.24640143029537878,0.08264737175767123,-0.24640143029537878,0.08264737175767123,-0.14640143029537858,-1.5449965362834281,0.0,0.0,GFM
1.08,-0.2522744679065152,0.0832968334078581,-0.2522744679065152,0.0832968334078581,-0.152274467906515,-1.5443470746332413,0.0,0.0,GFM
1.09,-0.2581749946322936,0.08392176163932463,-0.2581749946322936,0.08392176163932463,-0.1581749946322934,-1.5437221464017747,0.0,0.0,GFM
1.1,-0.26406023999312117,0.08451815476614377,-0.26406023999312117,0.08451815476614377,-0.16406023999312097,-1.5431257532749556,0.0,0.0,GFM
1.11,-0.2698894998414,0.08508232603615484,-0.2698894998414,0.08508232603615484,-0.16988949984139978,-1.5425615820049445,0.0,0.0,GFM
1.12,-0.2756244104743292,0.0856109280867039,-0.2756244104743292,0.0856109280867039,-0.17562441047432897,-1.5420329799543955,0.0,0.0,GFM
1.13,-0.2812291884201814,0.0861009741302392,-0.2812291884201814,0.0861009741302392,-0.1812291884201812,-1.5415429339108602,0.0,0.0,GFM
1.14,-0.2866708354476296,0.08654985567007523,-0.2866708354476296,0.08654985567007523,-0.18667083544762944,-1.5410940523710241,0.0,0.0,GFM
1.15,-0.29191930851941106,0.08695535662782827,-0.29191930851941106,0.08695535662782827,-0.19191930851941086,-1.540688551413271,0.0,0.0,GFM
1.16,-0.2969476546741131,0.08731566364461107,-0.2969476546741131,0.08731566364461107,-0.1969476546741129,-1.5403282443964883,0.0,0.0,GFM
1.17,-0.3017321115405714,0.08762937263457027,-0.3017321115405714,0.08762937263457027,-0.2017321115405712,-1.540014535406529,0.0,0.0,GFM
1.18,-0.3062521737415905,0.08789549134127062,-0.3062521737415905,0.08789549134127062,-0.20625217374159033,-1.5397484166998288,0.0,0.0,GFM
1.19,-0.3104906267097579,0.08811343813885464,-0.3104906267097579,0.08811343813885464,-0.2104906267097577,-1.5395304699022447,0.0,0.0,GFM
1.2,-0.3144335485664331,0.08828303689555295,-0.3144335485664331,0.08828303689555295,-0.21443354856643287,-1.5393608711455464,0.0,0.0,GFM
1.21,-0.3180702821138975,0.08840450825385315,-0.3180702821138975,0.08840450825385315,-0.21807028211389728,-1.5392393997872462,0.0,0.0,GFM
1.22,-0.3213933780328202,0.08847845724331194,-0.3213933780328202,0.08847845724331194,-0.22139337803281997,-1.5391654507977874,0.0,0.0,GFM
1.23,-0.3243985116504214,0.0885058576469897,-0.3243985116504214,0.0885058576469897,-0.22439851165042118,-1.5391380503941097,0.0,0.0,GFM
1.24,-0.3270843749163375,0.08848803319471199,-0.3270843749163375,0.08848803319471199,-0.22708437491633732,-1.5391558748463874,0.0,0.0,GFM
1.25,-0.3294525458606044,0.088426635966665,-0.3294525458606044,0.088426635966665,-0.2294525458606042,-1.5392172720744344,0.0,0.0,GFM
1.26,-0.3315073378909207,0.08832362227658197,-0.3315073378909207,0.08832362227658197,-0.23150733789092048,-1.5393202857645174,0.0,0.0,GFM
1.27,-0.3332556309423568,0.08818122638293091,-0.3332556309423568,0.08818122638293091,-0.23325563094235657,-1.5394626816581685,0.0,0.0,GFM
1.28,-0.334706687212133,0.08800193239321952,-0.334706687212133,0.08800193239321952,-0.23470668721213278,-1.5396419756478799,0.0,0.0,GFM
1.29,-0.3358719536802298,0.08778844470880354,-0.3358719536802298,0.08778844470880354,-0.23587195368022965,-1.5398554633322958,0.0,0.0,GFM
1.3,-0.33676485382301874,0.08754365743063275,-0.33676485382301874,0.08754365743063275,-0.23676485382301854,-1.5401002506104666,0.0,0.0,GFM
1.31,-0.3374005710986298,0.08727062304335687,-0.3374005710986298,0.08727062304335687,-0.2374005710986296,-1.5403732849977425,0.0,0.0,GFM
1.32,-0.3377958263581905,0.08697252081310913,-0.3377958263581905,0.08697252081310913,-0.2377958263581903,-1.5406713872279902,0.0,0.0,GFM
1.33,-0.33796865172569474,0.08665262519111439,-0.33796865172569474,0.08665262519111439,-0.23796865172569454,-1.540991282849985,0.0,0.0,GFM
1.34,-0.3379381629736584,0.0863142746328105,-0.3379381629736584,0.0863142746328105,-0.23793816297365822,-1.5413296334082889,0.0,0.0,GFM
1.35,-0.3377243327393797,0.08596084108715973,-0.3377243327393797,0.08596084108715973,-0.23772433273937948,-1.5416830669539396,0.0,0.0,GFM
1.36,-0.3373477665316678,0.08559570049502363,-0.3373477665316678,0.08559570049502363,-0.23734776653166761,-1.5420482075460757,0.0,0.0,GFM
1.37,-0.33682948346077823,0.08522220454689444,-0.33682948346077823,0.08522220454689444,-0.23682948346077806,-1.542421703494205,0.0,0.0,GFM
1.38,-0.3361907035417967,0.08484365393161819,-0.3361907035417967,0.08484365393161819,-0.2361907035417965,-1.5428002541094812,0.0,0.0,GFM
1.39,-0.335452643185971,0.08446327328392877,-0.335452643185971,0.08446327328392877,-0.2354526431859708,-1.5431806347571706,0.0,0.0,GFM
1.4,-0.33463632040335534,0.08408418800082229,-0.33463632040335534,0.08408418800082229,-0.2346363204033551,-1.543559720040277,0.0,0.0,GFM
1.41,-0.33376237106001344,0.08370940305844488,-0.33376237106001344,0.08370940305844488,-0.23376237106001324,-1.5439345049826545,0.0,0.0,GFM
1.42,-0.3328508773736275,0.08334178394193348,-0.3328508773736275,0.08334178394193348,-0.2328508773736273,-1.544302124099166,0.0,0.0,GFM
1.43,-0.3319212096507207,0.0829840397470647,-0.3319212096507207,0.0829840397470647,-0.2319212096507205,-1.5446598682940347,0.0,0.0,GFM
1.44,-0.33099188215068986,0.08263870851911514,-0.33099188215068986,0.08263870851911514,-0.23099188215068966,-1.5450051995219842,0.0,0.0,GFM
1.45,-0.33008042367097207,0.0823081448095131,-0.33008042367097207,0.0823081448095131,-0.23008042367097187,-1.5453357632315863,0.0,0.0,GFM
1.46,-0.3292032634778665,0.08199450948006115,-0.3292032634778665,0.08199450948006115,-0.2292032634778663,-1.5456493985610382,0.0,0.0,GFM
1.47,-0.3283756327807597,0.08169976167715554,-0.3283756327807597,0.08169976167715554,-0.2283756327807595,-1.5459441463639438,0.0,0.0,GFM
1.48,-0.32761148208287594,0.08142565296136195,-0.32761148208287594,0.08142565296136195,-0.22761148208287574,-1.5462182550797374,0.0,0.0,GFM
1.49,-0.3269234143040799,0.08117372348000207,-0.3269234143040799,0.08117372348000207,-0.2269234143040797,-1.5464701845610973,0.0,0.0,GFM
1.5,-0.3263226335915881,0.08094530012979861,-0.3263226335915881,0.08094530012979861,-0.22632263359158789,-1.5466986079113008,0.0,0.0,GFM
1.51,-0.3258189096388827,0.08074149657224816,-0.3258189096388827,0.08074149657224816,-0.22581890963888254,-1.5469024114688512,0.0,0.0,GFM
1.52,-0.32542055692252936,0.0805632150222495,-0.32542055692252936,0.0805632150222495,-0.22542055692252919,-1.5470806930188499,0.0,0.0,GFM
1.53,-0.3251344285848239,0.0804111496550255,-0.3251344285848239,0.0804111496550255,-0.22513442858482366,-1.5472327583860739,0.0,0.0,GFM
1.54,-0.324965924063151,0.08028579154127136,-0.324965924063151,0.08028579154127136,-0.2249659240631508,-1.547358116499828,0.0,0.0,GFM
1.55,-0.3249190100074739,0.08018743493378588,-0.3249190100074739,0.08018743493378588,-0.2249190100074737,-1.5474564731073135,0.0,0.0,GFM
1.56,-0.3249962533925395,0.08011618482547744,-0.3249962533925395,0.08011618482547744,-0.2249962533925393,-1.547527723215622,0.0,0.0,GFM
1.57,-0.3251988661893464,0.08007196558164775,-0.3251988661893464,0.08007196558164775,-0.2251988661893462,-1.5475719424594516,0.0,0.0,GFM
1.58,-0.3255267604226275,0.08005453056939182,-0.3255267604226275,0.08005453056939182,-0.2255267604226273,-1.5475893774717076,0.0,0.0,GFM
1.59,-0.32597861269034517,0.08006347261597568,-0.32597861269034517,0.08006347261597568,-0.22597861269034497,-1.5475804354251237,0.0,0.0,GFM
1.6,-0.32655193715330433,0.08009823516253056,-0.32655193715330433,0.08009823516253056,-0.22655193715330413,-1.5475456728785688,0.0,0.0,GFM
1.61,-0.32724316573619605,0.08015812401270916,-0.32724316573619605,0.08015812401270916,-0.22724316573619582,-1.5474857840283902,0.0,0.0,GFM
1.62,-0.3280477346516476,0.08024231951402916,-0.3280477346516476,0.08024231951402916,-0.22804773465164738,-1.5474015885270702,0.0,0.0,GFM
1.63,-0.32896017592792137,0.08034988908647156,-0.32896017592792137,0.08034988908647156,-0.22896017592792117,-1.5472940189546278,0.0,0.0,GFM
1.64,-0.329974213027174,0.0804797999501552,-0.329974213027174,0.0804797999501552,-0.22997421302717377,-1.5471641080909442,0.0,0.0,GFM
1.65,-0.3310828593294367,0.0806309319672518,-0.3310828593294367,0.0806309319672518,-0.2310828593294365,-1.5470129760738476,0.0,0.0,GFM
1.66,-0.332278518474748,0.08080209046752906,-0.332278518474748,0.08080209046752906,-0.2322785184747478,-1.5468418175735703,0.0,0.0,GFM
1.67,-0.3335530855616714,0.08099201898049868,-0.3335530855616714,0.08099201898049868,-0.2335530855616712,-1.5466518890606007,0.0,0.0,GFM
1.68,-0.33489804813877133,0.08119941175540202,-0.33489804813877133,0.08119941175540202,-0.23489804813877113,-1.5464444962856974,0.0,0.0,GFM
1.69,-0.33630458612366176,0.08142292599659062,-0.33630458612366176,0.08142292599659062,-0.2363045861236616,-1.5462209820445088,0.0,0.0,GFM
1.7,-0.3377636697218485,0.0816611937253291,-0.3377636697218485,0.0816611937253291,-0.23776366972184831,-1.5459827143157703,0.0,0.0,GFM
1.71,-0.33926615453782416,0.08191283318834364,-0.33926615453782416,0.08191283318834364,-0.23926615453782396,-1.5457310748527557,0.0,0.0,GFM
1.72,-0.3408028731221626,0.08217645974640209,-0.3408028731221626,0.08217645974640209,-0.24080287312216242,-1.5454674482946973,0.0,0.0,GFM
1.73,-0.34236472226261827,0.08245069618109313,-0.34236472226261827,0.08245069618109313,-0.24236472226261804,-1.5451932118600062,0.0,0.0,GFM
1.74,-0.34394274541408915,0.08273418235784336,-0.34394274541408915,0.08273418235784336,-0.24394274541408895,-1.544909725683256,0.0,0.0,GFM
1.75,-0.3455282097182203,0.0830255842025831,-0.3455282097182203,0.0830255842025831,-0.2455282097182201,-1.5446183238385163,0.0,0.0,GFM
1.76,-0.347112677156623,0.08332360194636257,-0.347112677156623,0.08332360194636257,-0.2471126771566228,-1.5443203060947368,0.0,0.0,GFM
1.77,-0.3486880694658222,0.08362697760468407,-0.3486880694658222,0.08362697760468407,-0.248688069465822,-1.5440169304364153,0.0,0.0,GFM
1.78,-0.3502467264710577,0.08393450166950278,-0.3502467264710577,0.08393450166950278,-0.2502467264710575,-1.5437094063715966,0.0,0.0,GFM
1.79,-0.35178145766881785,0.08424501898642056,-0.35178145766881785,0.08424501898642056,-0.25178145766881765,-1.5433988890546788,0.0,0.0,GFM
1.8,-0.3532855868248055,0.0845574338185473,-0.3532855868248055,0.0845574338185473,-0.2532855868248053,-1.543086474222552,0.0,0.0,GFM
1.81,-0.3547529895956303,0.08487071408066504,-0.3547529895956303,0.08487071408066504,-0.2547529895956301,-1.5427731939604343,0.0,0.0,GFM
1.82,-0.35617812406335514,0.0851838947611212,-0.35617812406335514,0.0851838947611212,-0.25617812406335494,-1.5424600132799782,0.0,0.0,GFM
1.83,-0.3575560543426252,0.0854960805305991,-0.3575560543426252,0.0854960805305991,-0.257556054342625,-1.5421478275105003,0.0,0.0,GFM
