t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,p_network_abs_pu,q_network_abs_pu,delta_p_load_pu,delta_q_load_pu,asset_type
0.63,-0.17313921990373216,0.03194808419334412,-0.42313921990373216,-0.018051915806655883,-0.6231392199037321,1.4754158897170973,0.25,0.05,GFL
0.64,-0.19242251566382285,0.03466238365957271,-0.44242251566382285,-0.015337616340427296,-0.6424225156638228,1.4781301891833258,0.25,0.05,GFL
0.65,-0.2120342053557216,0.03737325753146954,-0.4620342053557216,-0.01262674246853046,-0.6620342053557216,1.4808410630552227,0.25,0.05,GFL
0.66,-0.23189512530923273,0.040069805651509596,-0.48189512530923273,-0.009930194348490406,-0.6818951253092327,1.4835376111752627,0.25,0.05,GFL
0.67,-0.2519234105766187,0.0427410670155461,-0.5019234105766187,-0.007258932984453903,-0.7019234105766187,1.4862088725392992,0.25,0.05,GFL
0.68,-0.27203556029909615,0.04537635310614148,-0.5220355602990961,-0.004623646893858524,-0.7220355602990961,1.4888441586298946,0.25,0.05,GFL
0.69,-0.29214749324909195,0.04796535040503165,-0.542147493249092,-0.002034649594968352,-0.7421474932490919,1.4914331559287848,0.25,0.05,GFL
0.7,-0.31217546143153774,0.0504980791939504,-0.5621754614315377,0.0004980791939503959,-0.7621754614315377,1.4939658847177035,0.25,0.05,GFL
0.71,-0.3320368120705932,0.052964855653652346,-0.5820368120705932,0.002964855653652343,-0.7820368120705932,1.4964326611774055,0.25,0.05,GFL
0.72,-0.3516506671140762,0.05535634030238486,-0.6016506671140762,0.005356340302384854,-0.8016506671140762,1.498824145826138,0.25,0.05,GFL
0.73,-0.3709385876160374,0.05766366073531311,-0.6209385876160374,0.007663660735313105,-0.8209385876160373,1.5011314662590662,0.25,0.05,GFL
0.74,-0.3898252404525585,0.05987854748242345,-0.6398252404525585,0.00987854748242345,-0.8398252404525585,1.5033463530061766,0.25,0.05,GFL
0.75,-0.40823903813858464,0.06199343352794014,-0.6582390381385846,0.011993433527940134,-0.8582390381385846,1.5054612390516933,0.25,0.05,GFL
0.76,-0.42611271215647817,0.06400150827104341,-0.6761127121564782,0.014001508271043406,-0.8761127121564781,1.5074693137947965,0.25,0.05,GFL
0.77,-0.44338379736811095,0.06589674659994178,-0.693383797368111,0.01589674659994178,-0.8933837973681109,1.509364552123695,0.25,0.05,GFL
0.78,-0.4599950317579322,0.06767393736924494,-0.7099950317579322,0.01767393736924494,-0.9099950317579322,1.511141742892998,0.25,0.05,GFL
0.79,-0.4758946865039001,0.0693287207632542,-0.7258946865039001,0.019328720763254204,-0.9258946865039,1.5127965262870073,0.25,0.05,GFL
0.8,-0.49103683911572515,0.07085762852253237,-0.7410368391157252,0.020857628522532368,-0.9410368391157251,1.5143254340462855,0.25,0.05,GFL
0.81,-0.5053815916599477,0.07225811545780898,-0.7553815916599477,0.02225811545780898,-0.9553815916599476,1.5157259209815621,0.25,0.05,GFL
0.82,-0.5188952280193762,0.07352857503252137,-0.7688952280193762,0.02352857503252137,-0.9688952280193761,1.5169963805562745,0.25,0.05,GFL
0.83,-0.5315503055875445,0.07466833920349876,-0.7815503055875445,0.024668339203498757,-0.9815503055875444,1.518136144727252,0.25,0.05,GFL
0.84,-0.543325680919699,0.0756776669828569,-0.793325680919699,0.025677666982856895,-0.993325680919699,1.51914547250661,0.25,0.05,GFL
0.85,-0.5542064737029679,0.07655772572010218,-0.8042064737029679,0.026557725720102177,-1.004206473702968,1.5200255312438553,0.25,0.05,GFL
0.86,-0.564183976290054,0.07731056634935136,-0.814183976290054,0.027310566349351362,-1.014183976290054,1.5207783718731045,0.25,0.05,GFL
0.87,-0.573255513095972,0.07793909142609086,-0.823255513095972,0.027939091426090856,-1.023255513095972,1.521406896949844,0.25,0.05,GFL
0.88,-0.5814242543765544,0.07844701460477195,-0.8314242543765544,0.028447014604771947,-1.0314242543765544,1.521914820128525,0.25,0.05,GFL
0.89,-0.5886989858939595,0.07883881124001264,-0.8386989858939595,0.02883881124001264,-1.0386989858939595,1.5223066167637658,0.25,0.05,GFL
0.9,-0.5950938384988573,0.07911966126368282,-0.8450938384988573,0.029119661263682817,-1.0450938384988573,1.522587466787436,0.25,0.05,GFL
0.91,-0.6006279811708983,0.07929538598547033,-0.8506279811708983,0.029295385985470324,-1.0506279811708983,1.5227631915092235,0.25,0.05,GFL
0.92,-0.6053252828166751,0.0793723802808763,-0.8553252828166751,0.029372380280876298,-1.055325282816675,1.5228401858046294,0.25,0.05,GFL
0.93,-0.6092139481140042,0.07935754120723755,-0.8592139481140042,0.029357541207237547,-1.0592139481140042,1.5228253467309907,0.25,0.05,GFL
0.94,-0.6123261316998116,0.07925819359573257,-0.8623261316998116,0.029258193595732562,-1.0623261316998116,1.5227259991194857,0.25,0.05,GFL
0.95,-0.6146975356131865,0.07908201344312578,-0.8646975356131865,0.029082013443125776,-1.0646975356131865,1.522549818966879,0.25,0.05,GFL
0.96,-0.6163669937634282,0.0788369499301866,-0.8663669937634282,0.028836949930186595,-1.0663669937634281,1.5223047554539397,0.25,0.05,GFL
0.97,-0.6173760476641064,0.07853114716660188,-0.8673760476641064,0.028531147166601878,-1.0673760476641063,1.521998952690355,0.25,0.05,GFL
0.98,-0.6177685178380719,0.07817286682270659,-0.8677685178380719,0.028172866822706588,-1.0677685178380718,1.5216406723464597,0.25,0.05,GFL
0.99,-0.6175900746908454,0.07777041251144064,-0.8675900746908454,0.027770412511440634,-1.0675900746908453,1.5212382180351938,0.25,0.05,GFL
1.0,-0.6168878131390119,0.07733205684148432,-0.8668878131390119,0.02733205684148432,-1.0668878131390118,1.5207998623652375,0.25,0.05,GFL
1.01,-0.6157098342666281,0.07686597172505145,-0.8657098342666281,0.026865971725051452,-1.065709834266628,1.5203337772488046,0.25,0.05,GFL
1.02,-0.6141048375729059,0.07638016263093213,-0.8641048375729059,0.026380162630932125,-1.0641048375729059,1.5198479681546853,0.25,0.05,GFL
1.03,-0.6121217267173626,0.07588240730796332,-0.8621217267173626,0.025882407307963318,-1.0621217267173626,1.5193502128317165,0.25,0.05,GFL
1.04,-0.6098092316202481,0.0753801995059324,-0.8598092316202481,0.0253801995059324,-1.059809231620248,1.5188480050296855,0.25,0.05,GFL
1.05,-0.6072155494425979,0.07488069807600013,-0.8572155494425979,0.02488069807600013,-1.0572155494425979,1.5183485035997533,0.25,0.05,GFL
1.06,-0.6043880067788252,0.07439068177663107,-0.8543880067788252,0.024390681776631062,-1.0543880067788252,1.5178584873003842,0.25,0.05,GFL
1.07,-0.601372744892466,0.07391650990895555,-0.851372744892466,0.023916509908955552,-1.051372744892466,1.5173843154327087,0.25,0.05,GFL
1.08,-0.5982144298511167,0.07346408895440577,-0.8482144298511167,0.02346408895440577,-1.0482144298511167,1.516931894478159,0.25,0.05,GFL
1.09,-0.5949559886407589,0.07303884511530497,-0.8449559886407589,0.023038845115304962,-1.044955988640759,1.516506650639058,0.25,0.05,GFL
1.1,-0.5916383725659533,0.07264570280634382,-0.8416383725659533,0.022645702806343815,-1.0416383725659533,1.516113508330097,0.25,0.05,GFL
1.11,-0.5883003485388685,0.07228906888724969,-0.8383003485388685,0.022289068887249686,-1.0383003485388684,1.5157568744110028,0.25,0.05,GFL
1.12,-0.5849783187405679,0.07197282248394639,-0.8349783187405679,0.021972822483946386,-1.034978318740568,1.5154406280076995,0.25,0.05,GFL
1.13,-0.5817061689773613,0.07170031014549245,-0.8317061689773613,0.021700310145492452,-1.0317061689773612,1.5151681156692456,0.25,0.05,GFL
1.14,-0.5785151455407933,0.07147434604490539,-0.8285151455407933,0.02147434604490539,-1.0285151455407933,1.5149421515686585,0.25,0.05,GFL
1.15,-0.5754337603085553,0.07129721686856456,-0.8254337603085553,0.02129721686856456,-1.0254337603085553,1.5147650223923177,0.25,0.05,GFL
1.16,-0.5724877236376857,0.07117069110534997,-0.8224877236376857,0.02117069110534997,-1.0224877236376857,1.514638496629103,0.25,0.05,GFL
1.17,-0.5696999040147257,0.07109603225288459,-0.8196999040147257,0.02109603225288459,-1.0196999040147257,1.5145638377766377,0.25,0.05,GFL
1.18,-0.5670903138946344,0.07107401569585377,-0.8170903138946344,0.021074015695853765,-1.0170903138946343,1.514541821219607,0.25,0.05,GFL
1.19,-0.5646761200908781,0.07110494870324353,-0.8146761200908781,0.02110494870324353,-1.014676120090878,1.5145727542269967,0.25,0.05,GFL
1.2,-0.5624716779045098,0.07118869332213924,-0.8124716779045098,0.02118869332213924,-1.0124716779045098,1.5146564988458924,0.25,0.05,GFL
1.21,-0.5604885870156455,0.07132469160339534,-0.8104885870156455,0.02132469160339534,-1.0104885870156455,1.5147924971271485,0.25,0.05,GFL
1.22,-0.5587357680339544,0.07151199295621376,-0.8087357680339544,0.021511992956213755,-1.0087357680339544,1.5149797984799669,0.25,0.05,GFL
1.23,-0.5572195575698116,0.0717492831023407,-0.8072195575698116,0.0217492831023407,-1.0072195575698115,1.5152170886260938,0.25,0.05,GFL
1.24,-0.5559438203491684,0.07203491439448868,-0.8059438203491684,0.02203491439448868,-1.0059438203491684,1.5155027199182418,0.25,0.05,GFL
1.25,-0.5549100763995611,0.07236693711374005,-0.8049100763995611,0.02236693711374005,-1.004910076399561,1.5158347426374932,0.25,0.05,GFL
1.26,-0.5541176413192361,0.07274313141336082,-0.8041176413192361,0.022743131413360818,-1.004117641319236,1.516210936937114,0.25,0.05,GFL
1.27,-0.5535637779488956,0.07316103966566918,-0.8035637779488956,0.02316103966566918,-1.0035637779488955,1.5166288451894223,0.25,0.05,GFL
1.28,-0.5532438572297027,0.07361799886574745,-0.8032438572297027,0.023617998865747447,-1.0032438572297027,1.5170858043895006,0.25,0.05,GFL
1.29,-0.5531515264913853,0.07411117288163234,-0.8031515264913853,0.024111172881632337,-1.0031515264913853,1.5175789784053855,0.25,0.05,GFL
1.3,-0.5532788832797706,0.07463758428681273,-0.8032788832797706,0.02463758428681273,-1.0032788832797706,1.5181053898105659,0.25,0.05,GFL
1.31,-0.5536166527366491,0.07519414555860156,-0.8036166527366491,0.025194145558601555,-1.003616652736649,1.5186619510823547,0.25,0.05,GFL
1.32,-0.5541543669032352,0.07577768943464376,-0.8041543669032352,0.025777689434643758,-1.0041543669032351,1.519245494958397,0.25,0.05,GFL
1.33,-0.5548805440490792,0.07638499824827845,-0.8048805440490792,0.026384998248278446,-1.0048805440490791,1.5198528037720316,0.25,0.05,GFL
1.34,-0.5557828665518803,0.07701283206390026,-0.8057828665518803,0.02701283206390026,-1.0057828665518802,1.5204806375876534,0.25,0.05,GFL
1.35,-0.5568483556371262,0.07765795547011307,-0.8068483556371262,0.02765795547011307,-1.0068483556371262,1.5211257609938662,0.25,0.05,GFL
1.36,-0.5580635416119766,0.0783171628910992,-0.8080635416119766,0.0283171628910992,-1.0080635416119765,1.5217849684148523,0.25,0.05,GFL
1.37,-0.5594146282636379,0.07898730228909719,-0.8094146282636379,0.028987302289097183,-1.0094146282636378,1.5224551078128503,0.25,0.05,GFL
1.38,-0.5608876501735227,0.07966529716998157,-0.8108876501735227,0.029665297169981564,-1.0108876501735227,1.5231331026937347,0.25,0.05,GFL
1.39,-0.5624686218969774,0.08034816678822483,-0.8124686218969774,0.03034816678822483,-1.0124686218969774,1.523815972311978,0.25,0.05,GFL
1.4,-0.564143678040492,0.08103304449045075,-0.814143678040492,0.031033044490450745,-1.014143678040492,1.5245008500142039,0.25,0.05,GFL
1.41,-0.565899203418547,0.08171719413339536,-0.815899203418547,0.031717194133395354,-1.015899203418547,1.5251849996571485,0.25,0.05,GFL
1.42,-0.5677219526015946,0.08239802454007657,-0.8177219526015946,0.032398024540076564,-1.0177219526015946,1.5258658300638297,0.25,0.05,GFL
1.43,-0.5695991583102147,0.0830731019696442,-0.8195991583102147,0.03307310196964419,-1.0195991583102146,1.5265409074933973,0.25,0.05,GFL
1.44,-0.5715186282080496,0.08374016057982687,-0.8215186282080496,0.03374016057982687,-1.0215186282080495,1.52720796610358,0.25,0.05,GFL
1.45,-0.5734688298576183,0.08439711091292264,-0.8234688298576183,0.034397110912922635,-1.0234688298576182,1.5278649164366758,0.25,0.05,GFL
1.46,-0.5754389635974209,0.08504204639149089,-0.8254389635974209,0.03504204639149089,-1.0254389635974208,1.528509851915244,0.25,0.05,GFL
1.47,-0.5774190233941527,0.08567324789996285,-0.8274190233941527,0.035673247899962846,-1.0274190233941527,1.529141053423716,0.25,0.05,GFL
1.48,-0.579399845644708,0.08628918646279611,-0.829399845644708,0.03628918646279611,-1.029399845644708,1.5297569919865492,0.25,0.05,GFL
1.49,-0.5813731461987033,0.08688852411877197,-0.8313731461987033,0.03688852411877197,-1.0313731461987032,1.530356329642525,0.25,0.05,GFL
1.5,-0.5833315458631618,0.08747011305197434,-0.8333315458631618,0.03747011305197434,-1.0333315458631618,1.5309379185757275,0.25,0.05,GFL
1.51,-0.5852685847203891,0.08803299306576125,-0.8352685847203891,0.038032993065761245,-1.035268584720389,1.5315007985895144,0.25,0.05,GFL
1.52,-0.5871787258532342,0.08857638752470516,-0.8371787258532342,0.03857638752470516,-1.0371787258532341,1.5320441930484583,0.25,0.05,GFL
1.53,-0.5890573488723023,0.08909969784733059,-0.8390573488723023,0.03909969784733058,-1.0390573488723023,1.5325675033710837,0.25,0.05,GFL
1.54,-0.5909007340327812,0.08960249670191618,-0.8409007340327812,0.03960249670191618,-1.0409007340327812,1.5330703022256693,0.25,0.05,GFL
1.55,-0.5927060374523048,0.09008452000770358,-0.8427060374523048,0.04008452000770357,-1.0427060374523047,1.5335523255314567,0.25,0.05,GFL
1.56,-0.5944712583283125,0.09054565789988996,-0.8444712583283125,0.04054565789988995,-1.0444712583283124,1.534013463423643,0.25,0.05,GFL
1.57,-0.5961951987683423,0.0909859447807166,-0.8461951987683423,0.0409859447807166,-1.0461951987683422,1.5344537503044697,0.25,0.05,GFL
1.58,-0.5978774171654502,0.09140554861435986,-0.8478774171654502,0.041405548614359855,-1.0478774171654501,1.534873354138113,0.25,0.05,GFL
1.59,-0.5995181758896506,0.09180475959751262,-0.8495181758896506,0.04180475959751262,-1.0495181758896506,1.5352725651212658,0.25,0.05,GFL
1.6,-0.6011183841022669,0.09218397836301202,-0.8511183841022669,0.04218397836301202,-1.0511183841022669,1.5356517838867652,0.25,0.05,GFL
1.61,-0.6026795366371098,0.09254370384471229,-0.8526795366371098,0.04254370384471229,-1.0526795366371098,1.5360115093684654,0.25,0.05,GFL
1.62,-0.6042036496727841,0.09288452095968554,-0.8542036496727841,0.042884520959685535,-1.054203649672784,1.5363523264834387,0.25,0.05,GFL
1.63,-0.6056931941430002,0.09320708822440023,-0.8556931941430002,0.043207088224400225,-1.0556931941430001,1.5366748937481534,0.25,0.05,GFL
1.64,-0.6071510275972287,0.09351212544905226,-0.8571510275972287,0.04351212544905225,-1.0571510275972287,1.5369799309728054,0.25,0.05,GFL
1.65,-0.6085803253712938,0.09380040162138133,-0.8585803253712938,0.043800401621381324,-1.0585803253712938,1.5372682071451345,0.25,0.05,GFL
1.66,-0.6099845117921014,0.09407272309738964,-0.8599845117921014,0.04407272309738963,-1.0599845117921014,1.5375405286211428,0.25,0.05,GFL
1.67,-0.6113671921277573,0.09432992220321208,-0.8613671921277573,0.04432992220321208,-1.0613671921277572,1.5377977277269652,0.25,0.05,GFL
1.68,-0.6127320859861458,0.09457284633942416,-0.8627320859861458,0.044572846339424155,-1.0627320859861458,1.5380406518631773,0.25,0.05,GFL
1.69,-0.6140829627634525,0.0948023476757109,-0.8640829627634525,0.044802347675710896,-1.0640829627634525,1.538270153199464,0.25,0.05,GFL
1.7,-0.6154235797366165,0.0950192735052466,-0.8654235797366165,0.04501927350524659,-1.0654235797366165,1.5384870790289997,0.25,0.05,GFL
1.71,-0.6167576233176975,0.0952244573233871,-0.8667576233176975,0.04522445732338709,-1.0667576233176974,1.5386922628471402,0.25,0.05,GFL
1.72,-0.6180886539331003,0.09541871068021597,-0.8680886539331003,0.04541871068021597,-1.0680886539331003,1.538886516203969,0.25,0.05,GFL
1.73,-0.6194200549518907,0.09560281584756276,-0.8694200549518907,0.04560281584756276,-1.0694200549518906,1.539070621371316,0.25,0.05,GFL
1.74,-0.6207549859873458,0.09577751932887386,-0.8707549859873458,0.04577751932887386,-1.0707549859873458,1.539245324852627,0.25,0.05,GFL
1.75,-0.6220963408884843,0.09594352623067177,-0.8720963408884843,0.04594352623067177,-1.0720963408884843,1.539411331754425,0.25,0.05,GFL
1.76,-0.623446710634521,0.09610149550525789,-0.873446710634521,0.04610149550525788,-1.073446710634521,1.539569301029011,0.25,0.05,GFL
1.77,-0.624808351296062,0.09625203606046058,-0.874808351296062,0.04625203606046058,-1.074808351296062,1.5397198415842137,0.25,0.05,GFL
1.78,-0.6261831572059933,0.09639570372927327,-0.8761831572059933,0.04639570372927326,-1.0761831572059932,1.5398635092530264,0.25,0.05,GFL
1.79,-0.6275726393427525,0.09653299907954334,-0.8775726393427525,0.046532999079543336,-1.0775726393427525,1.5400008046032965,0.25,0.05,GFL
1.8,-0.6289779089921461,0.09666436603656332,-0.8789779089921461,0.04666436603656332,-1.078977908992146,1.5401321715603165,0.25,0.05,GFL
1.81,-0.6303996665631675,0.09679019128845119,-0.8803996665631675,0.04679019128845119,-1.0803996665631674,1.5402579968122043,0.25,0.05,GFL
1.82,-0.6318381955331365,0.0969108044304647,-0.8818381955331365,0.04691080443046469,-1.0818381955331364,1.5403786099542178,0.25,0.05,GFL
1.83,-0.6332933612977953,0.09702647881027344,-0.8832933612977953,0.04702647881027344,-1.0832933612977953,1.5404942843340266,0.25,0.05,GFL
1.84,-0.6347646148153534,0.09713743301684614,-0.8847646148153534,0.04713743301684614,-1.0847646148153534,1.5406052385405993,0.25,0.05,GFL
1.85,-0.6362510007392199,0.09724383296994539,-0.8862510007392199,0.04724383296994539,-1.0862510007392199,1.5407116384936985,0.25,0.05,GFL
